0.707f02+0.707f01,-0.707f02+0.707f01,class
-1.5062,0.289808,-1
-0.974393,0.807473,-1
-0.894535,0.188736,-1
1.622794,-0.738827,-1
-0.828894,-1.363422,-1
0.233697,0.149579,1
0.207681,0.240656,1
1.189302,-0.974338,-1
-1.34071,0.540147,-1
-0.292779,-0.016993,1
0.987847,0.030486,-1
1.146224,-0.245284,-1
0.962447,0.748934,-1
0.362628,-1.376763,-1
-1.214881,0.016876,-1
0.512476,0.478985,1
-0.885274,1.052149,-1
1.193498,1.126068,-1
0.302638,0.091953,1
-0.221313,0.557914,1
-0.113009,1.979972,1
-1.559996,-0.391875,1
-0.566516,-0.975184,1
-0.124398,1.028167,-1
1.07762,-0.393081,-1
1.325864,0.102641,-1
-1.98003,-0.33958,1
1.515987,-1.114325,-1
-0.413049,-0.738281,1
1.534426,-0.445373,-1
-0.768646,0.430586,-1
1.177294,-0.802505,-1
-1.301837,0.296188,-1
0.980224,1.098897,-1
1.074882,0.74965,-1
0.167525,-0.533873,1
-0.650592,-0.043893,1
-1.540213,-0.609671,1
0.216435,0.943337,1
-1.071996,0.568454,-1
0.698637,0.13017,-1
0.381023,-1.259377,-1
-1.573474,-0.930007,1
0.574189,0.229159,-1
0.570648,0.170466,1
-0.063514,1.916334,1
-2.425515,-0.20526,1
0.403671,-1.004807,1
1.824357,-0.367565,1
-0.208559,0.873297,1
-1.101687,0.680179,-1
-1.002081,-0.582051,1
0.350048,0.502802,1
0.999597,1.06538,-1
-1.492078,0.021097,-1
-0.701623,-1.533124,-1
0.799326,0.940343,-1
1.092017,1.029536,-1
2.185084,0.742667,1
1.699156,-0.846306,1
-0.019185,-0.86907,1
-1.185851,0.497024,-1
0.76638,-1.66595,-1
-0.961722,0.080539,1
0.468783,-0.313223,1
-1.326603,0.087581,-1
0.891881,0.819501,-1
0.301815,-1.366868,-1
0.523244,-0.158356,1
0.793411,0.360703,1
1.698432,-1.059154,1
-1.264312,0.885235,-1
0.165498,0.649165,1
0.370579,0.801922,-1
-1.330865,-0.15426,1
0.147061,0.001427,1
0.367037,0.717773,1
1.422711,-0.288398,-1
0.593266,0.029041,1
-0.738346,-0.916505,1
0.760936,1.035308,-1
-1.733969,-0.61393,1
-1.611627,-0.524114,1
1.268502,-0.951703,1
-0.06794,-0.396,1
1.161845,0.56368,-1
0.779199,-0.513318,-1
1.332889,-0.47721,-1
-1.073387,0.864036,-1
-0.888199,-0.168367,1
1.883735,-0.647586,-1
-1.752266,0.496272,-1
1.417792,0.109719,-1
0.69948,1.846388,-1
0.022672,0.84998,1
1.121465,-1.254298,-1
-0.02814,2.135549,1
1.774873,-0.176642,1
1.910581,-0.960138,-1
1.18799,0.325378,-1
-1.366278,-0.868469,1
-0.350686,0.972992,-1
0.506273,-0.1527,1
-0.258883,0.289836,1
2.849791,0.728576,1
-0.713437,1.096712,-1
-1.4185,0.476499,-1
-1.33516,-0.814725,1
-1.888096,-0.261788,1
0.84561,-1.275605,-1
0.669702,0.85781,-1
-0.103364,-1.251637,-1
0.512716,0.837998,1
0.110179,-1.402947,-1
-0.97443,0.337935,-1
-0.937018,-0.505675,1
0.36121,-1.420606,-1
-1.012679,-0.472445,1
2.23455,0.311318,1
-1.071298,0.456019,-1
1.074557,1.117714,-1
-0.32649,0.230714,1
0.104528,-1.323748,-1
-0.158553,0.127132,1
0.042522,1.484989,1
0.985067,0.641451,-1
-0.274456,-0.801912,1
-0.637992,-1.667475,-1
0.453143,-1.356956,-1
-0.424459,-1.951727,-1
0.843539,-0.641304,-1
0.126644,1.14345,1
0.812389,-1.096702,-1
1.542968,0.267421,-1
0.827404,0.997128,-1
0.032478,-0.333764,1
0.74318,0.048852,-1
1.449061,-1.506507,-1
1.394379,-0.868251,-1
0.718299,-1.61504,-1
-1.082592,0.713416,-1
0.12718,-1.01685,1
0.265827,-0.412945,1
1.211285,-0.187294,-1
-0.178834,1.199996,1
-0.879745,-0.562948,1
-0.259546,-0.040326,1
1.869682,0.492316,1
0.030274,-1.383861,-1
1.286936,-0.339322,-1
-0.125783,1.401534,1
0.095342,-1.235357,-1
-0.118476,-0.092289,1
0.773471,-1.418452,-1
-0.059129,0.137464,1
1.895073,-0.339274,1
-0.365595,0.219892,1
-1.275662,0.435496,-1
0.888987,1.784175,-1
1.241316,1.318695,-1
-0.240708,0.309425,1
1.093073,-1.706938,-1
1.073997,-1.499748,1
-1.057161,0.385307,-1
-0.732144,0.608504,-1
2.035742,-0.990535,-1
-0.388191,0.628614,-1
-0.227048,-0.432077,1
-0.724476,-0.788937,1
1.258667,-0.138498,-1
-1.663274,-0.85435,1
-0.254418,2.206244,1
-1.499148,0.042311,-1
0.584584,-0.66268,1
1.909228,-0.183703,1
1.269309,0.300634,-1
-1.198579,0.498437,-1
0.597534,0.354324,1
0.607976,-1.739504,-1
-0.979456,-0.632963,1
1.085837,-1.106085,-1
-1.255266,-0.965338,1
1.141952,-0.611581,-1
0.681674,0.23341,-1
1.994094,-0.056412,1
1.046536,-0.016887,-1
0.11869,-1.072007,-1
-0.02539,0.026393,1
-0.417359,-1.591087,-1
-0.383975,-0.384058,1
-1.035955,1.170158,-1
0.393726,-1.586073,-1
1.056319,1.192528,-1
-0.347818,-0.319793,1
1.066941,-1.308822,1
1.115863,0.340929,-1
1.255786,-0.79472,-1
-1.129454,-1.699335,-1
-1.718363,0.006937,-1
-0.684656,-1.57838,-1
-1.389532,0.166068,-1
0.463925,0.855672,1
-2.142669,-0.304237,1
-2.404281,0.042239,1
-1.05224,0.022546,1
0.714108,-0.954575,-1
0.175345,-0.00847,1
-0.51765,-0.039639,1
-0.106142,-0.610972,1
1.144901,0.905933,-1
-0.673883,0.51545,1
0.133064,0.057856,1
-0.806162,-0.043905,1
-1.902251,-0.417359,1
0.489246,-0.869737,1
-0.120387,-1.902203,-1
-0.558803,-1.803239,-1
2.284055,0.389107,1
-1.373987,0.009085,-1
1.352057,0.472475,-1
-0.066474,0.254565,1
0.055938,1.232543,1
1.074828,0.073628,-1
0.658335,-0.696405,1
-0.550968,-1.089738,-1
1.488562,0.816861,-1
-0.089866,-0.457523,1
0.456683,-1.296849,-1
0.082595,-1.472956,-1
2.001141,-0.374622,1
2.511107,1.166267,1
0.024619,-1.355576,-1
-0.850709,0.87459,-1
-0.682788,0.584324,-1
-2.121454,-0.297163,1
0.830364,-0.923169,-1
-1.255824,0.922007,-1
-0.601117,-0.350786,1
-1.711303,-0.141561,1
-2.234604,-0.396171,1
-0.907691,1.043874,-1
1.267958,1.108183,-1
-0.24408,-1.198613,-1
-0.951956,-1.622243,-1
-0.472289,1.281294,-1
-0.785304,0.812721,-1
-1.414363,-0.862816,1
-1.065749,-0.914409,1
-0.12867,0.663284,1
-0.705119,0.765632,-1
1.371794,-0.325173,1
0.870515,0.685285,-1
-2.163889,-0.382023,1
-0.254438,1.951676,1
-1.604578,-0.799896,1
1.620675,-0.712663,1
1.668829,0.155703,-1
1.084721,-0.019713,-1
-0.844385,-0.52476,1
1.66308,-1.009657,-1
0.717633,-1.092467,-1
0.162484,-1.69004,-1
-2.0154,-0.502224,1
0.519024,0.125912,1
-1.361926,0.518931,-1
-0.550255,-1.005589,1
-1.587633,-1.142148,1
-2.460867,-0.14162,1
-1.014746,0.21984,-1
0.406639,0.757376,1
-1.129968,0.736747,-1
-0.086322,0.090472,1
-1.269401,-0.86634,1
0.992857,0.789243,-1
0.818682,0.694685,-1
1.26154,0.421554,-1
0.737624,1.327353,1
-1.39163,0.460944,-1
0.060198,1.45317,1
-0.53959,-0.282189,1
-0.275214,-1.450356,-1
-0.972902,-0.90825,1
0.478701,-0.078453,1
2.276932,-0.26853,1
1.767769,-0.593853,1
-0.839364,0.37401,-1
0.982232,0.559423,-1
-1.318916,-1.071414,-1
-0.855677,-0.247564,1
1.153256,-0.741693,-1
2.354753,0.191114,1
-0.388318,-0.968098,1
-1.557197,-0.762414,1
1.96582,0.085013,1
-1.591074,0.063518,-1
1.324733,-1.31972,-1
-1.840028,-0.479582,1
0.871895,0.262418,1
0.214194,0.334564,1
-0.549407,0.771443,-1
0.049585,1.37892,1
-1.024009,-0.673273,1
-2.015419,-0.742651,1
-1.796119,0.36757,-1
-0.848654,0.933212,-1
0.556571,0.999228,1
0.315245,-1.438288,-1
-0.062852,1.342847,1
-0.626555,-0.121676,1
-0.770049,0.574842,-1
-1.110891,0.543701,-1
-0.504144,0.853474,-1
-0.386808,0.238275,1
-0.638555,0.147742,1
0.203661,0.379042,1
-0.957492,-0.084931,-1
0.078323,-0.053452,1
-0.34022,-0.812524,1
-1.408598,0.500542,-1
0.143819,0.14045,1
1.511174,0.610379,-1
-1.536574,0.697823,-1
1.388042,-0.521048,-1
-0.680241,0.598184,-1
-0.857767,0.159039,-1
-0.101212,-0.859177,1
-0.007198,-1.302543,-1
1.256614,0.7235,-1
-0.935539,0.314603,1
0.969489,0.372738,-1
1.050835,-1.098663,-1
-1.691589,-1.222063,-1
1.425505,-0.723993,-1
-0.064489,-1.463067,-1
-1.854893,-0.662732,1
-0.32518,1.598102,1
-0.298679,-0.409949,1
-0.522569,-0.536827,1
0.360629,-0.36481,1
-0.56142,0.881048,-1
-0.109719,-1.126474,1
1.334369,0.348725,-1
-0.077787,0.271535,1
0.790901,0.80733,-1
1.306798,0.447014,-1
2.404296,0.735613,1
1.543546,-1.355456,-1
-0.664141,0.662365,1
-0.876919,-0.594062,1
-0.186769,-0.779277,1
-0.267871,0.201655,1
0.977811,-1.694925,-1
1.353487,0.669059,-1
-0.085468,1.498415,1
0.049515,0.493586,1
-0.241791,0.919258,-1
0.221202,-1.362632,-1
0.88026,-1.269238,1
2.644726,0.792202,1
1.251482,-1.576812,1
-0.838654,0.410074,-1
-0.212809,0.787026,1
0.75944,-0.005596,1
-1.074735,-0.976143,1
0.890392,1.669619,-1
-1.296185,0.231132,-1
0.362696,-0.522543,1
0.436335,0.712121,1
-1.55145,0.371832,-1
-0.099048,-0.32246,1
1.213486,0.823203,-1
0.312773,0.380253,1
-1.199328,-0.032622,1
1.046428,-1.385902,1
-0.362001,0.958849,1
-0.142775,1.138478,1
1.626284,-1.315142,-1
-1.740248,0.465866,-1
-1.584016,-0.113266,-1
1.030252,-0.272164,-1
0.771583,1.53384,-1
-0.86802,-0.730256,1
-0.902259,0.879607,-1
1.528073,-0.296168,-1
0.842209,0.426471,-1
1.397916,-0.850572,1
-0.673232,0.70277,-1
-1.000921,-1.120676,1
2.906388,1.068006,1
-1.679444,0.342829,-1
-1.123617,0.573399,-1
-0.197266,-0.285061,1
0.472209,-1.69143,-1
0.035931,-1.378203,-1
-1.901572,-0.771634,1
0.415675,-1.224725,-1
1.006809,-1.623502,-1
-0.159569,-0.192635,1
-0.105952,1.789046,1
-0.66131,-1.446143,-1
-0.900897,0.224799,-1
-2.418438,-0.127474,1
0.376823,-0.717712,1
-1.271428,0.326597,-1
-0.883899,0.558569,-1
1.16037,-0.202855,-1
-0.911438,1.054268,-1
1.019688,0.277279,-1
0.106119,0.917872,1
-1.093324,-0.872691,1
-1.361234,0.32164,-1
-0.129073,0.040651,1
0.301127,-1.127149,-1
1.325763,-1.177275,-1
0.814513,-1.052152,-1
-0.197317,-0.027593,1
0.00414,-0.999888,-1
-0.707381,0.777512,-1
1.257308,0.567224,-1
1.721058,-1.093094,-1
1.080508,0.36214,-1
0.838683,0.551633,-1
-0.32449,1.372526,1
-0.815443,-1.164716,1
0.952427,-0.772823,-1
1.568429,0.326822,-1
1.228868,-1.387302,1
-0.705876,-1.656166,-1
-1.419933,0.234658,-1
-0.353417,2.206237,1
-0.978006,-0.17191,1
-2.30533,-0.56589,1
-0.987209,-0.302731,1
0.869405,-0.827561,-1
-1.553685,-1.062946,1
0.599559,-0.871142,-1
-1.19775,1.14978,-1
-0.459064,-1.379657,1
0.839364,0.215744,-1
0.620875,0.424332,1
0.755315,1.493531,-1
0.484365,0.013475,1
-0.651969,0.421403,-1
1.028145,-0.080531,-1
-0.382587,-0.038921,1
0.935535,0.227066,-1
-0.338823,-1.027494,1
-0.519795,-0.337344,1
-0.521988,-1.246013,1
1.502584,-0.70348,1
1.291826,-1.098078,-1
1.443294,0.678259,-1
-0.197977,0.565694,1
0.978707,0.690243,-1
-0.528282,-0.361387,1
0.88036,0.002192,-1
-0.17478,-0.291989,1
0.330145,-0.809643,1
-0.826651,0.173184,-1
1.313214,1.091215,-1
0.764301,-1.130648,-1
-0.982936,0.080537,-1
0.626495,-0.042377,1
0.885279,-0.398753,-1
1.895098,-0.028134,1
1.60441,-0.728929,-1
0.618186,-0.497561,1
-0.059536,-1.425589,-1
-1.289819,0.25164,-1
1.202302,-1.116895,-1
0.653985,-1.156114,-1
-0.510518,0.726896,1
-1.2107,-0.755315,1
-0.90377,-0.336667,1
1.028808,-0.639875,-1
1.013326,0.304857,-1
0.354965,0.087714,1
0.56356,-0.041675,1
-1.226444,-1.333612,1
-1.965886,-0.325437,1
-0.921366,0.704943,-1
-0.254436,1.979961,1
1.402165,-0.775616,-1
-1.079147,-0.434265,1
0.677447,0.432822,-1
-0.84355,1.093873,-1
0.260206,0.05235,1
-1.036632,0.660384,-1
-0.789622,0.751836,-1
0.82945,0.040374,-1
0.334442,-0.120892,1
2.121391,0.099168,1
0.95399,1.110987,-1
0.495591,-1.102384,-1
-1.371191,-0.39681,1
-1.106636,0.689371,-1
1.112966,-0.527434,-1
-0.987043,0.893813,-1
-0.334567,-0.859195,1
1.207035,-0.277808,-1
-0.942658,-0.290706,1
-1.185114,0.865442,-1
1.372488,-0.494178,1
-0.576024,-0.489029,1
-0.942618,0.222674,-1
0.52465,-0.264426,1
-1.033145,0.946703,-1
-0.589,0.853467,-1
-1.905841,-1.092674,1
-1.319623,-1.070706,1
-1.120814,0.250946,-1
-0.295617,-0.131549,1
-0.365027,-1.530269,-1
-1.127217,-0.2391,1
1.212644,-0.880287,1
0.986425,-0.065684,-1
1.746604,0.035496,1
0.204913,-1.675894,-1
0.727519,-1.266421,-1
-0.375563,-0.642815,1
0.880401,0.515573,-1
-0.162521,1.817327,1
0.796078,-1.678676,-1
2.036557,0.382016,1
-1.666081,-0.58281,1
1.39304,0.077896,-1
-1.608076,-0.329651,1
1.468596,-1.274848,1
0.721952,-0.12369,1
-0.000766,-0.44903,1
-0.77849,-0.650059,1
0.555874,1.127219,-1
0.420081,0.83304,1
0.362807,0.888899,1
-0.72778,-1.436249,-1
0.91373,1.702856,-1
0.733277,0.012081,1
-0.995739,-0.871269,1
-1.163206,0.703509,-1
2.340588,-0.091741,1
1.369615,-1.048573,1
-0.684454,0.970137,-1
2.319422,0.509322,1
-0.121679,-0.360648,1
0.244676,0.391774,1
1.132404,1.158874,-1
0.364747,-1.402927,-1
1.424822,-0.41356,-1
-1.175949,0.521067,-1
1.369652,-0.581863,-1
1.490544,-0.941785,-1
1.410754,0.526929,-1
-0.134667,-0.06054,1
-0.726174,0.984984,-1
1.414296,0.60825,-1
1.044388,-0.35702,-1
0.116546,-1.368297,-1
-1.237489,0.275686,-1
0.163219,-1.335765,-1
0.410132,0.219246,1
0.113143,0.315393,1
-0.242477,1.185849,1
1.424832,-0.286276,-1
1.060669,-0.132856,-1
1.103364,-1.229974,1
1.330759,-0.592473,1
-0.526067,0.832965,-1
-0.91506,-0.038256,1
-1.033191,-0.536796,1
0.669619,-0.194408,1
0.464555,-0.115225,1
-0.169659,0.978664,1
-1.506986,-0.713618,1
-1.578415,-0.811915,1
0.878556,0.875257,-1
0.279966,-0.456786,1
2.227441,-0.162464,1
1.445387,0.322569,-1
-1.121507,0.419951,-1
-1.528823,0.352034,-1
1.079807,0.433561,-1
0.78762,-1.333594,-1
0.819503,-0.550793,1
-1.888095,-0.247646,1
1.05915,-1.458029,1
0.041018,0.34933,1
-0.340113,0.545176,1
-1.420618,0.516805,-1
1.343213,-1.371948,1
-1.069173,0.500569,-1
-1.325829,0.936851,-1
0.260315,-0.360476,1
1.136997,-0.673102,-1
-0.701424,0.98145,-1
0.30607,-1.221198,-1
0.530497,2.128522,-1
0.349914,-1.191495,-1
-0.427973,-1.67948,-1
-1.15754,0.822308,-1
-1.217725,-0.178293,1
1.103803,-0.149117,-1
0.982928,0.421532,1
1.550966,-1.418744,-1
-0.250935,1.545073,1
-1.249591,-0.744711,1
-1.838549,0.339281,-1
-0.92155,1.058298,-1
-1.458822,0.280619,-1
-1.000523,1.233874,-1
0.06629,-0.202376,1
-0.989979,0.438347,-1
1.182418,-1.278194,-1
-0.325218,1.11725,-1
1.3583,-1.059888,1
-0.3671,-0.928497,1
-0.399547,0.103919,1
0.900889,0.275855,-1
-0.164125,-0.582691,1
-0.34928,0.864093,-1
0.482133,-1.384532,-1
-0.233198,2.284031,1
0.502212,2.142662,-1
-1.516138,-0.195288,-1
1.036577,-0.75938,-1
-0.041068,-0.390341,1
1.05079,0.127369,-1
1.275637,-0.152639,-1
-1.68652,0.279186,-1
-0.846053,0.73783,-1
-1.263765,-1.140708,-1
-0.467391,0.620122,-1
0.842842,-0.511898,-1
-0.041117,-1.009792,1
-1.528226,-1.045973,1
-1.8634,-0.937101,1
-0.18388,-0.01557,1
-0.753091,-0.760321,1
-1.154004,0.825844,-1
1.128607,0.526199,-1
-0.028977,0.494287,1
-0.806266,-1.357763,-1
-1.036633,0.646241,-1
-0.305617,-1.405809,-1
-1.202213,-0.749658,1
-0.138681,-0.739674,1
0.482246,0.041053,1
-1.395272,-0.881907,1
-1.445439,-0.379138,1
0.514177,1.423506,-1
-0.259618,-0.961017,1
-0.033366,-1.349923,-1
-0.979361,0.576239,-1
-0.042595,-1.810269,-1
0.371797,-1.678709,-1
0.27925,-0.563564,1
-1.04865,0.704933,-1
2.192092,-0.056396,1
1.314471,-0.891593,-1
-0.686387,0.671231,-1
0.17326,0.44056,1
0.965232,0.193126,-1
1.000602,0.358598,-1
-0.779213,0.931944,-1
-1.205669,0.265082,-1
-0.137867,0.60742,1
-0.292035,0.446181,1
0.51396,-1.31028,-1
-0.661815,1.105909,-1
-0.063544,1.534481,1
-0.683824,0.002069,1
-0.297829,-1.286302,-1
-0.024431,-0.13966,1
-1.25165,0.049402,-1
0.442537,-1.339279,-1
-0.819594,-0.000771,1
-0.599067,-1.253798,-1
1.166055,0.153542,-1
0.570623,-0.149159,1
1.598039,-0.806007,1
0.997758,0.167671,1
0.88581,-0.83944,-1
-0.134986,1.265056,1
-1.338615,0.202843,-1
-0.920773,-0.748221,1
0.779855,-1.157518,-1
1.327986,0.114662,-1
-0.343245,0.281838,1
1.829285,-0.645469,1
0.662511,-0.649804,1
-1.690084,-0.077917,1
0.741136,1.026821,-1
0.628721,1.280674,-1
-1.469467,-0.199527,1
1.248821,0.547423,-1
2.008232,-0.127124,1
-1.560686,-0.179027,-1
-0.18031,0.424976,1
-0.024008,0.734006,1
-1.042318,0.292673,-1
-0.798883,2.580983,1
0.369154,0.668981,1
-1.183748,0.258719,-1
-0.605261,0.893773,-1
1.972928,0.544652,1
2.241642,0.572958,1
-0.056429,2.093118,1
2.361839,0.367899,1
-0.30394,1.916315,1
-0.315476,-0.888186,1
1.395718,-1.828541,-1
-1.077641,0.718366,-1
-0.794983,-1.750929,-1
-0.70709,0.876794,-1
2.129803,-0.839907,-1
-1.112761,1.036786,-1
0.461622,-1.447469,-1
-1.464482,0.246676,-1
-0.991439,-1.031152,1
0.883921,0.315454,-1
-0.686081,0.68992,-1
-0.135043,0.545192,1
-0.090835,-0.193478,1
1.540908,1.047391,-1
-1.031732,0.919832,-1
0.810356,0.022694,1
1.314483,-0.736023,-1
1.118696,0.394671,-1
-0.843979,-0.754296,1
-0.698193,0.707506,-1
1.112148,-1.037349,-1
0.514317,-0.375164,1
-0.82665,0.187327,1
0.8298,0.895725,-1
0.756734,1.548688,-1
-1.015448,0.285604,1
0.007679,-0.958167,1
0.2,-1.214135,-1
1.569068,-0.538005,1
-0.294121,0.893797,-1
2.114338,0.332522,1
0.063731,1.421349,1
-0.31112,-0.343762,1
-1.243129,0.496312,-1
0.070746,0.7128,1
1.315841,1.230026,-1
-1.297666,-0.611774,1
-0.433424,0.92985,-1
0.977237,-0.015478,-1
-2.092507,-0.87772,1
0.060763,-0.345076,1
-1.043686,0.879595,-1
0.01563,1.226176,1
-1.357768,-0.551672,1
1.141233,1.022751,-1
-2.006217,-0.624558,1
0.27358,-0.726205,1
1.397931,-0.666717,-1
-0.569093,-0.47333,1
-1.071469,-1.700745,-1
1.27136,-0.581164,-1
0.759565,0.683084,-1
0.360615,-0.004213,1
-0.996368,0.123671,-1
0.316163,1.225492,1
1.153315,-0.002029,-1
0.746477,0.607066,-1
0.533752,-1.417763,-1
0.238398,1.472984,1
0.207209,0.533905,1
0.099096,1.527422,1
0.056497,-0.639245,1
0.5354,0.651245,1
-0.294189,0.042406,1
0.742474,0.062288,1
-2.086091,-0.219376,1
1.62137,-0.867526,-1
-0.333985,0.23736,1
1.472187,-0.578319,1
-0.707065,1.187933,-1
-0.905853,0.139235,-1
1.960107,-0.62778,1
1.33568,-0.955233,1
1.422134,1.364178,-1
1.117266,0.198088,-1
-1.549384,-0.331768,1
1.048184,1.059225,-1
-1.632054,0.48921,-1
-0.739909,0.773266,-1
-0.042576,-1.569843,-1
-2.1356,-0.339593,1
0.733237,-0.497057,-1
-2.340633,0.120029,1
1.376086,0.292864,-1
1.296799,-0.810274,-1
0.026114,-0.340129,1
-1.227774,-1.162556,1
-0.823057,0.916384,-1
-0.95533,0.4235,-1
-1.598823,0.437592,-1
2.135563,0.46688,1
0.325414,1.965864,1
-0.528158,1.211283,-1
-1.534516,-0.10619,-1
1.517526,0.462588,-1
1.050831,0.646406,-1
-0.490904,-1.61655,-1
-1.443228,0.748744,-1
0.231309,1.253771,1
0.935405,-1.412075,-1
2.412106,1.137973,1
-1.397263,0.766426,-1
-0.843583,0.669592,-1
-0.791289,0.246729,1
1.123873,-1.209465,-1
1.455895,-0.93401,-1
-0.931308,0.161862,-1
-0.430992,0.392074,1
0.420831,1.375413,1
-0.873282,0.682318,-1
-1.132901,-0.578525,1
-1.108038,0.843526,-1
0.066495,0.605315,1
0.712054,0.78717,1
1.432594,-0.490638,1
0.653286,0.734201,-1
2.039978,-1.071148,-1
-0.253827,0.737524,-1
1.323739,0.053848,-1
0.162751,1.690068,1
1.115172,0.539634,-1
-1.049354,0.746654,-1
0.788508,0.951161,-1
-0.347301,-0.935567,1
-0.277991,-0.795548,1
-0.63072,0.868314,-1
-2.093177,-0.410303,1
-1.243927,-0.651369,1
-0.468865,-0.128027,1
0.854895,0.785767,-1
-0.814761,-1.476562,-1
-1.073552,-1.217771,-1
1.217709,0.564392,-1
-0.937676,0.113069,-1
0.06719,0.447623,1
0.770955,2.538679,-1
-1.855629,-1.029735,1
1.420698,1.082738,-1
1.050806,0.326781,-1
-0.280667,1.133518,-1
-0.073633,-0.857053,1
-0.533234,-0.387551,1
0.105303,-0.464578,1
-1.439725,0.342141,-1
1.374641,-0.09606,-1
1.366868,-0.026055,-1
0.03455,-0.070356,1
-0.734744,-0.079963,1
0.486565,0.998515,1
0.425712,0.506344,1
-1.170286,0.597438,-1
0.302692,0.775046,1
-0.83494,0.876218,-1
0.004292,0.917864,1
1.60513,-0.558509,1
-1.356966,0.637023,-1
-1.167546,-0.529736,1
0.515383,-1.209867,-1
0.045865,-0.951093,1
1.916312,-0.021061,1
1.0456,-1.03319,-1
1.505366,-1.294645,-1
-0.755853,1.252279,-1
0.89029,0.376975,1
-0.037581,-1.003427,1
-1.602424,-0.391879,1
0.811807,0.485161,-1
-0.634446,-1.543726,-1
0.059492,1.46802,1
0.483003,0.671111,1
-0.402376,0.096847,1
-0.189655,-1.507627,-1
-0.937261,0.901172,-1
-0.696525,0.348564,-1
0.857135,1.391712,-1
1.008898,-1.140599,-1
-1.436878,0.571253,-1
-1.521114,-0.529764,1
0.747558,0.864817,-1
1.150356,-1.649655,1
0.698587,-0.496353,-1
-1.910063,-0.833863,1
-0.244307,0.230876,1
-0.76082,1.035188,-1
-1.305331,0.815933,-1
0.368969,-1.667395,-1
1.069898,0.31759,-1
1.212015,0.104753,-1
-1.107448,-0.632266,1
0.400035,-0.492275,1
0.559449,1.618679,-1
-1.232558,0.034553,-1
-1.492042,0.473664,-1
-1.419224,0.263651,-1
0.57995,0.567092,1
1.195063,0.346592,-1
1.36539,-0.826532,-1
-1.591766,0.246666,-1
0.141555,1.909279,1
0.462347,-1.220478,-1
-0.766479,1.001245,-1
-0.204916,2.241605,1
1.016186,0.709339,-1
1.045925,1.202922,-1
0.353454,-1.14553,-1
-0.305506,0.001391,1
-0.737702,-1.723347,-1
0.681625,-0.386041,1
0.989239,-0.260854,-1
0.886759,0.434253,-1
0.943153,0.881379,-1
0.460316,-0.07704,1
-1.374021,-0.422267,1
-0.503445,0.75094,-1
0.543078,0.264513,1
-0.654764,0.844269,-1
1.495531,-0.470126,-1
2.446724,0.735616,1
-0.623094,-1.060044,-1
-1.458062,0.946033,-1
0.430534,-1.110875,-1
-0.780013,-0.236951,1
0.171006,-1.224744,-1
1.534451,-0.12009,-1
0.886712,-0.161156,-1
1.407815,-0.868957,1
-1.325891,0.144859,-1
1.05885,1.006127,-1
0.366399,1.599571,1
0.519036,0.275825,1
-1.301089,0.806033,-1
-1.253017,0.641981,-1
-0.367672,0.79055,-1
1.06975,-1.54642,-1
-0.574155,0.789119,-1
0.777915,1.13148,-1
0.331518,-1.323023,-1
0.902232,-0.625035,-1
0.56367,0.453249,1
-1.838565,0.141283,-1
-0.840781,0.341481,-1
1.507485,-1.320809,-1
1.732443,-0.204931,1
1.246679,0.280833,-1
0.805485,1.019047,-1
1.297638,0.852202,-1
-0.660498,-0.123093,1
0.643463,-0.081976,1
1.120128,0.619541,-1
1.092263,1.100009,-1
-0.071417,0.347199,1
-0.395367,-0.690901,1
-0.574846,0.994896,1
0.893697,-1.255801,-1
-1.09897,-0.725607,1
1.753657,-0.197858,1
-0.729759,0.35634,1
-0.822325,1.228231,-1
0.9413,1.590424,-1
-1.230391,0.608041,-1
0.127499,3.012409,-1
-0.657621,0.485044,-1
-0.188921,-1.160423,1
0.602602,0.59253,1
1.866796,-0.240277,1
-2.022493,-0.778008,1
0.015565,0.401656,1
0.438402,0.015593,1
0.85267,-1.40996,-1
-0.270211,-0.779284,1
1.420563,-0.615801,-1
-0.45466,0.656894,-1
0.485681,-1.239569,-1
-0.928617,-1.574863,-1
-1.593971,-0.810502,1
0.282929,0.352107,1
1.682172,-1.018848,-1
-0.833781,-0.563652,1
0.469419,-1.213406,-1
-0.742434,1.039432,-1
1.076245,0.097671,-1
0.249513,-1.034518,-1
-0.8148,0.712517,-1
-1.210673,-0.41589,1
0.921434,0.761659,1
-0.942653,-0.227064,1
-0.348555,1.093913,-1
-1.291969,-0.115364,-1
1.448803,-1.19565,-1
-1.340027,0.229714,-1
-0.261514,1.888033,1
-0.006972,1.548628,1
-1.715488,0.589617,-1
1.498321,-0.962292,-1
-0.311803,0.853489,1
0.090383,-1.352035,-1
1.208456,-0.190123,-1
-0.728198,2.213278,1
1.088894,-0.905046,-1
0.92991,0.640033,-1
-1.714901,-0.930018,1
1.372508,-0.239609,-1
1.566974,-0.186559,-1
-2.029552,-0.615367,1
-0.199493,-0.721293,1
-0.681213,0.81782,-1
-2.453771,0.162448,1
-1.046529,0.692911,-1
0.355008,0.61948,1
-2.100267,-0.643658,1
1.166026,-0.219826,-1
-1.159675,0.650474,-1
0.053609,-1.388809,-1
-0.768739,-0.744673,1
-1.158272,0.496319,-1
0.766624,1.425647,-1
1.193727,1.337996,-1
-0.141587,-1.725421,-1
0.734786,1.202897,1
-0.230458,1.162514,1
0.438414,0.164091,1
-0.892375,0.677367,-1
1.023238,0.461842,-1
-0.544494,0.305441,1
