0.302f19+0.272f01+0.269f03+0.265f20+0.254f16...,'0.485f05+0.428f08+0.33 f10-0.308f06-0.275f18...',-0.491f02-0.445f12+0.359f07+0.282f01+0.232f18...,-0.449f13-0.405f20+0.336f15+0.317f17+0.289f07...,'-0.443f16+0.44 f17+0.325f11-0.314f07-0.312f13...',f21
0.646195,0.174586,0.601704,0.101506,0.015028,1.0
0.099024,-1.947754,1.71429,-1.565824,1.900653,0.0
-0.906151,-0.936608,0.688306,-0.493923,0.065073,0.0
-1.557415,-1.270853,-2.382505,0.436442,-0.987761,0.0
1.464394,2.041492,-0.855613,-0.062897,0.215294,0.0
1.111729,1.052474,-1.545673,-1.528429,0.14161,1.0
-1.153116,-2.045128,-1.587655,0.262197,-0.065183,0.0
-0.885188,1.559984,0.13398,0.609146,0.378663,0.0
-0.081191,0.533183,-0.026695,1.00261,-0.299429,1.0
-1.448568,-1.169764,0.320814,0.354774,3.23147,0.0
0.434549,-2.084707,1.485804,1.435386,-1.430255,0.0
-0.373208,-0.27934,2.968044,2.004253,1.72907,0.0
0.848508,-0.35538,2.026779,0.401952,-1.319768,0.0
-4.2713,0.775964,-1.502072,-0.285332,0.423466,0.0
0.194479,-0.455882,0.428629,-1.251988,-0.367198,1.0
-0.927447,2.742715,-1.415631,1.227843,-0.62422,0.0
-0.915581,0.299996,0.609226,-0.425469,1.233334,0.0
0.10574,-0.557249,-1.636514,-0.461912,0.810376,1.0
0.042663,0.899433,1.018485,-0.220919,-0.593531,1.0
0.516639,-0.18513,-0.145507,0.259661,-0.101865,1.0
1.239657,-0.495289,-0.159913,-0.158062,1.306539,1.0
0.620784,0.593985,0.307419,-0.80074,0.429423,1.0
-1.207571,-3.147052,0.757369,-0.314874,-0.603748,0.0
-2.486493,0.107514,-0.57192,0.947768,-1.708967,0.0
0.13817,0.148591,0.587155,0.991094,0.269748,1.0
1.424077,-1.100824,-0.478662,0.250531,0.773618,1.0
0.388697,-0.370022,0.638845,0.919565,1.281488,0.0
-1.28951,1.281102,0.484615,-1.199615,2.110543,0.0
-0.041956,-2.500051,-0.685114,-0.659261,0.743856,0.0
-1.627023,-0.55072,1.827473,1.611779,-0.746023,0.0
-0.148675,-0.02071,-0.486096,-0.591853,0.107134,1.0
-0.298009,0.183961,2.211931,1.068887,-0.663672,0.0
1.558866,0.074097,0.094923,0.002464,0.240942,1.0
-0.022345,-0.638438,0.447324,0.112956,-0.902938,1.0
-0.673597,1.623161,-0.32416,-0.735808,-0.587795,0.0
1.633245,1.889759,-0.340602,0.292799,-3.068435,0.0
1.427945,-0.615884,0.225463,0.75459,0.321814,1.0
0.293177,1.611968,1.868784,-0.00426,-0.753871,1.0
-1.423418,1.077747,-0.530686,0.133519,-0.377757,0.0
-2.193246,-0.594201,-1.045711,1.452044,0.246224,0.0
1.391542,0.36756,0.879909,0.818714,0.41035,1.0
0.590487,-0.670042,1.409509,-1.393137,1.67839,0.0
0.249081,0.363643,-1.854205,-1.79099,0.100654,0.0
-3.285535,2.690109,-1.181661,-1.633545,0.870105,0.0
0.269876,-1.118583,-0.790764,0.93307,-0.464578,1.0
0.835163,0.390222,-0.5591,-1.028147,0.288814,1.0
1.081848,0.715797,0.639457,0.797565,-0.010298,0.0
1.407074,2.452132,-0.974259,0.641496,-1.435308,0.0
-3.477993,0.867748,0.009236,1.004996,-0.269666,0.0
0.464592,-0.052179,-1.194,0.920945,-0.543919,1.0
0.612422,-0.711542,1.01635,-0.085999,0.989091,1.0
0.235429,0.907526,-0.274608,-0.147103,0.306083,1.0
0.54136,0.550749,-0.25933,0.27157,0.431105,1.0
-0.145118,0.425084,0.664192,-0.289162,1.031347,0.0
0.745335,-0.032851,1.180152,-0.931272,-0.343551,1.0
2.362079,0.174525,0.173252,-0.5429,0.474836,1.0
0.565672,0.569587,0.605576,-1.124518,0.298245,1.0
0.403375,0.984291,-0.399145,0.423239,-0.036277,1.0
-0.957984,0.431528,-1.398575,0.306189,-2.227792,0.0
1.101078,0.94196,-0.063568,0.293034,0.04063,1.0
-0.82698,-2.686036,0.666846,-1.376342,-0.924706,0.0
1.215627,0.781377,-0.637098,0.700097,-0.454296,1.0
0.280384,-1.716765,0.164316,-1.199339,-0.08125,0.0
0.668724,0.832445,0.512856,-0.507169,-0.532707,1.0
0.744905,0.38264,-0.382877,-0.02844,1.780018,0.0
0.959232,-0.11206,0.417073,-0.064956,-0.597545,1.0
0.485365,-0.629053,1.519237,0.405284,-0.618448,0.0
0.649418,2.668903,0.483797,-2.040055,1.329724,0.0
-1.156918,-1.764588,0.001309,1.670297,0.059914,0.0
-0.575584,-1.434559,-0.331911,0.324932,0.601258,0.0
-0.37677,-0.23033,1.680823,0.045889,-0.69552,0.0
1.796658,0.164256,-0.995752,0.309734,-0.900348,1.0
-0.227918,-1.417476,1.234636,-1.160234,-1.124575,0.0
1.767028,0.754969,0.289033,-0.86043,-0.567488,1.0
-0.159236,0.416614,-0.681416,-0.012459,0.161272,1.0
-0.033365,2.700595,-0.139851,-2.23426,-1.531757,0.0
-0.316266,0.221263,-0.572747,1.226022,-0.403905,1.0
0.556306,-0.624172,-0.552478,0.487342,-0.089046,1.0
-1.969834,0.503721,0.546402,2.304021,-1.06166,0.0
0.698478,0.319611,0.027766,0.835894,-0.090856,1.0
0.454521,-0.717833,-0.28891,-1.123444,-0.269906,1.0
-0.114418,-1.242777,-0.112185,-0.755709,-3.322421,0.0
0.759494,-1.423814,0.305214,0.163418,-1.426663,1.0
-0.481532,1.51082,-1.094784,-1.114502,-0.63944,0.0
0.241743,-0.050172,-0.067965,0.425258,-0.645444,1.0
-1.643642,-0.612201,1.229006,1.309257,-0.179627,0.0
-0.915526,0.597975,0.533416,-2.235015,0.417415,0.0
0.862249,0.024028,0.9314,-0.540772,0.553187,1.0
0.494467,-0.482759,-1.187467,-0.774912,1.166068,0.0
-0.017995,-0.114201,0.042863,0.422758,-0.890062,0.0
-0.541873,1.195617,-2.458523,0.215526,0.466563,0.0
1.439544,0.79231,-0.987548,1.272904,0.896089,1.0
0.038533,0.608404,-0.460137,0.032765,0.13347,1.0
-0.524965,-1.582577,-0.621058,-0.305314,-0.513228,1.0
0.171806,0.715532,-0.738617,-0.599009,0.218422,1.0
0.619942,-0.253041,-0.435066,1.134079,-1.035222,1.0
0.208719,-0.496038,0.008184,-0.432735,-0.894921,1.0
0.507694,0.438089,-0.228244,-0.092063,0.141491,1.0
1.250325,0.021392,-0.309798,0.821805,-0.587784,1.0
-0.041688,1.954578,-4.743009,0.780685,-0.885065,0.0
0.436544,-0.085648,1.358246,0.940011,-0.174941,1.0
1.020882,0.798251,-0.007488,0.03377,1.071187,1.0
-2.836541,-0.131152,-1.756276,0.106227,0.349982,0.0
-1.059588,-0.055152,1.77938,-1.55502,0.839688,0.0
-1.505845,0.95821,-1.555647,-1.251713,3.379454,0.0
1.856765,1.794019,1.23858,-0.566616,-0.635735,0.0
-0.519004,1.12956,-0.329416,-0.615091,0.012177,1.0
-2.233088,1.123391,-0.068408,-0.437873,-1.717529,0.0
1.452674,0.831277,-0.731599,-0.465593,-1.256551,1.0
-2.470281,2.025995,0.643452,0.599659,1.617824,0.0
1.707038,-0.142418,-0.564849,-0.076243,-0.400547,1.0
0.306779,-0.001092,-0.049377,-0.336658,-0.146142,1.0
1.142481,-0.898313,1.000535,0.857789,-0.142799,1.0
1.066089,-0.376574,-0.142496,-1.207398,-0.37245,0.0
0.822275,0.769893,0.541591,0.05113,0.159234,1.0
-3.685223,-0.528446,0.353298,1.530587,-1.21005,0.0
1.225291,-0.06143,0.320048,-0.77955,0.369419,1.0
1.319509,0.629881,0.333005,0.766193,1.232537,0.0
0.078949,0.731174,-0.208846,0.219886,0.960374,1.0
-0.960074,1.145511,-2.294808,-2.532828,-1.762427,0.0
0.625791,0.08061,-0.304124,-1.011453,1.42879,1.0
1.486071,0.193479,-0.573771,0.61188,-0.892179,1.0
-4.09875,-0.394748,-0.271118,0.080819,-1.897823,0.0
0.204431,-0.1271,-0.882289,-0.024093,0.578446,1.0
-1.450761,0.496472,-1.122028,1.068966,0.016699,0.0
-1.945458,-0.763478,1.633526,-0.526611,-1.566036,0.0
1.810189,1.328589,1.307792,-0.062467,1.602908,0.0
0.332125,0.790459,-0.02747,-0.472252,-0.231899,1.0
-1.034798,-3.564843,2.582033,-0.780354,-1.030783,0.0
-0.069748,0.736493,-0.745417,-0.505206,1.005706,1.0
0.209919,0.712199,-2.31891,-0.500101,3.204695,0.0
0.086793,-0.279107,0.871353,-0.394378,0.005344,1.0
-0.770941,1.062242,1.036989,-0.082983,-0.914124,1.0
0.517217,0.600054,0.252199,0.081234,0.818463,0.0
0.89823,0.101301,0.799213,-0.841734,-0.107476,1.0
-2.004911,1.341629,-0.076448,-0.933728,-1.023814,0.0
-0.2295,0.41351,0.431907,-0.589634,1.182893,1.0
-0.439891,-2.715611,-0.756444,-2.248755,-0.064831,0.0
2.053164,-0.341549,0.577107,-0.178919,0.23088,1.0
0.43907,-1.376448,2.433968,-1.254352,0.801027,0.0
1.514182,0.476749,0.843117,1.179337,0.412053,1.0
1.545654,-0.417922,0.325104,0.135032,-1.109424,1.0
-1.190959,-0.280003,1.365288,-0.342822,-1.21445,0.0
-1.163761,0.498098,-0.578712,-0.277234,-0.783999,1.0
-0.381676,0.219482,-1.824264,1.154688,1.959287,0.0
0.781527,1.782912,1.893543,-0.332992,-0.443806,0.0
-0.900978,-1.398544,2.515126,-0.728819,-0.678757,0.0
0.248904,1.024807,-0.319935,-0.704827,0.314542,1.0
-0.180418,-0.356539,0.810169,-0.322828,0.438774,1.0
-1.173885,0.818246,1.074665,-0.265433,-0.439066,0.0
-1.739221,-0.223001,-0.107112,-0.569862,1.091103,0.0
-0.739507,0.027803,0.382868,0.221591,0.880076,1.0
0.429955,1.228336,1.299248,0.3878,-1.108561,1.0
-0.162534,-0.326988,-0.087264,-0.810177,0.212614,1.0
0.420921,1.586094,-0.286165,-0.529817,-1.043332,0.0
-3.229599,-2.592381,0.040443,0.394095,2.258059,0.0
1.698367,0.819407,0.16136,-0.16817,0.278863,1.0
1.873109,-0.402076,-1.213727,-0.131525,-0.148456,1.0
0.434689,-0.914941,0.272372,0.643889,1.034539,1.0
2.070245,-0.150008,0.141385,0.835539,-0.213006,1.0
-3.345808,0.292953,-0.87166,0.413804,1.841101,0.0
0.698761,0.961283,-0.533543,0.012116,1.185511,1.0
-0.110411,0.195192,-0.553286,0.428101,-0.27425,1.0
-0.275872,-0.030176,0.15373,0.030132,0.827673,1.0
-0.124691,-0.469057,0.587717,-0.210763,-0.107523,1.0
-0.316483,1.225694,0.35236,-2.215171,-0.072831,0.0
-0.102578,1.123835,0.400621,2.266316,-1.085179,0.0
-1.019857,-0.080725,1.04813,0.288561,-0.826351,0.0
-1.637904,0.509702,-0.291073,0.834587,0.749688,0.0
-2.584991,2.122926,-0.699795,-1.313972,-0.321616,0.0
0.596993,0.219882,-0.134331,0.887305,-0.46008,1.0
0.317357,-0.159934,-0.314316,-0.901943,-0.379168,1.0
1.176451,-0.956468,1.945794,1.310998,0.282649,0.0
0.115279,0.129342,-0.285513,1.01577,0.657016,1.0
0.225435,-0.989192,-0.203373,-0.436349,-0.193484,1.0
0.293418,0.64428,-0.105503,-0.70625,-0.372974,1.0
0.436404,0.06767,-0.529769,0.957957,0.574769,1.0
0.329392,1.652928,-1.691386,2.800577,-0.988282,0.0
0.75607,0.010663,1.783812,0.146451,2.346627,0.0
-0.169994,1.435477,-1.062351,-0.029494,0.22668,1.0
0.993387,-0.390243,0.301225,-0.98453,0.288921,1.0
-0.783963,0.127111,0.042619,2.57162,-0.028552,0.0
-0.248336,0.041188,0.115931,0.285842,-0.726449,1.0
1.187385,1.312969,0.554442,-0.109028,1.018365,1.0
0.358578,1.700797,-1.211844,0.477206,1.526769,0.0
-0.900235,0.990874,-0.538809,1.212799,-0.384825,0.0
0.305143,-0.556626,0.430845,0.157873,0.519182,1.0
-2.813868,0.001982,-0.750418,-1.839923,-1.556688,0.0
-0.349998,-0.002828,0.546904,2.242348,1.757801,0.0
-1.974764,1.57611,0.420357,-0.25191,-0.991768,0.0
-0.319244,-1.448433,-1.146839,2.943653,-2.65781,0.0
0.446908,0.771324,-1.126989,-0.209824,0.751363,1.0
-1.035488,2.140074,1.741823,-0.331637,0.384761,0.0
0.748241,1.563812,0.222031,0.677694,-0.048108,0.0
-0.808198,-0.584607,0.047591,0.588513,-1.105216,0.0
-0.181433,-0.791331,-0.327919,-0.221026,0.0291,1.0
0.648426,0.256788,0.31952,-0.704605,0.512993,1.0
-0.360853,-0.127038,-0.01555,-0.249179,-0.388732,1.0
1.12491,-0.056771,0.135799,-0.552513,0.687214,1.0
1.307091,0.319107,-0.363163,0.320053,0.756116,1.0
-1.351464,-1.101997,1.612291,0.07801,-0.328107,0.0
0.484582,1.272309,0.037546,-0.467944,-0.026386,1.0
-1.715342,0.191116,0.138979,-0.853442,1.440918,0.0
-1.268084,0.011129,-1.718698,-0.596459,-0.463983,0.0
0.073156,0.105683,-0.367857,0.069549,-0.298699,1.0
0.928276,-0.517823,0.680757,-1.432777,1.564089,0.0
-0.066119,-0.417387,1.938834,-0.133048,-0.268036,0.0
1.302053,0.293551,0.065263,-1.051598,0.214789,1.0
-1.413896,-0.489175,-1.980908,-1.350931,0.074762,0.0
0.340274,-0.454694,-0.084131,-0.139809,-0.127819,1.0
-0.218542,-0.640507,0.637671,-0.266684,-0.323376,1.0
0.267268,-2.441072,0.203456,0.819456,1.865822,0.0
-0.970972,-1.078834,1.460531,-0.147999,0.168601,0.0
-0.94783,-2.316808,-0.077026,-2.006309,2.238538,0.0
-0.178098,-1.868632,-0.002491,-0.658849,-0.32386,1.0
0.053735,-1.399672,-0.405825,0.05777,0.209507,1.0
-0.217825,-0.82714,-0.738864,-0.373316,2.106652,0.0
-0.044825,0.35102,-1.229853,0.229751,-0.179238,0.0
0.485051,0.41734,0.624552,-0.041313,0.737946,1.0
0.870907,0.409386,-0.780243,0.237057,-0.605472,1.0
0.501631,0.659285,-0.776364,-1.371931,1.390691,0.0
0.280776,1.582063,-0.420603,-0.363995,-1.045157,1.0
-0.155587,1.249518,0.771279,-0.482942,-1.251807,0.0
-3.172803,-1.548253,0.863764,0.467142,0.074046,0.0
-1.563889,0.639029,0.549798,-0.038711,0.758434,0.0
-0.165217,-1.136035,0.146496,-1.341831,-0.374111,0.0
1.444729,0.150272,-1.625697,0.79964,-0.748109,0.0
0.335295,-1.015871,0.684595,0.321618,0.635647,1.0
-0.817822,0.526878,-1.213813,2.79007,2.027573,0.0
0.734282,0.175913,0.554434,-0.924246,-0.62563,1.0
0.302105,-0.353774,-0.208052,0.427891,-0.596703,1.0
-0.073012,-1.558829,-0.388276,0.085659,-0.386624,1.0
1.060295,2.052078,-0.185928,-0.749132,0.826448,0.0
1.232316,0.043726,0.041152,0.814981,0.179486,1.0
0.250318,-0.353418,0.254383,0.380621,0.524896,1.0
-0.722568,-2.434166,0.454729,0.187958,-1.570483,0.0
-1.157804,-0.851575,-3.564794,-1.220596,0.142828,0.0
-1.687413,0.116845,0.039312,-0.890217,-0.447185,0.0
-0.43459,-1.274238,-2.639414,-1.760813,-1.493931,0.0
0.655716,-0.750038,-0.801302,0.641731,-0.800924,1.0
0.111317,0.495685,-0.00799,-0.334338,0.667959,1.0
0.723484,-0.156418,-0.763067,1.019631,-0.04139,1.0
-0.960538,0.007863,2.822979,-0.898154,-0.436583,0.0
1.1529,-0.0261,1.42089,-0.554182,-0.657748,1.0
1.235738,0.519683,0.208775,0.479319,0.097496,1.0
-1.616203,-0.179691,3.229138,-0.414375,-1.344685,0.0
0.57662,0.16593,-0.223522,0.068647,-0.054131,1.0
-1.959729,1.223125,-0.866616,1.224754,0.794969,0.0
1.738535,-0.572923,0.697367,-0.414459,-0.893406,1.0
1.505363,0.142983,-0.185911,0.276249,-0.689224,1.0
1.568606,-3.113852,-0.333956,-1.410263,1.529403,0.0
0.010638,1.142154,1.191427,-0.170786,0.657127,0.0
-1.658631,0.133125,-0.082636,-0.83839,-1.155124,0.0
-0.614063,-0.665191,1.454695,-0.416698,-1.371969,0.0
0.83129,0.846788,0.036203,0.225987,-0.244409,1.0
0.819424,0.19177,-0.428118,-0.241409,0.458813,1.0
1.202775,0.415326,0.881405,0.07205,-0.101989,1.0
-0.343188,-0.129311,0.583675,0.66142,-0.517508,0.0
-0.77292,-2.279846,-0.111183,1.620215,-3.950553,0.0
-0.147707,-0.704463,-0.912374,0.250559,-0.362983,1.0
1.113228,0.548405,-1.570967,-0.426587,-2.061871,0.0
-4.736249,0.645603,0.616709,2.883768,2.141168,0.0
0.042746,-0.527867,0.509348,0.142101,0.12717,1.0
-1.628919,0.22441,-0.993991,1.113473,-1.42815,0.0
0.23217,-0.201174,0.363478,-0.033023,-0.243885,1.0
0.512751,-0.664156,-0.039009,-0.734141,-0.744118,1.0
0.725821,0.167006,0.371776,1.184949,0.043419,1.0
0.467275,-2.007189,1.672177,-1.591901,1.122952,0.0
-0.537479,-0.412809,1.239641,-0.634293,1.460751,0.0
-1.314596,2.133722,0.475533,-1.205542,1.603935,0.0
-0.765076,-0.087086,-0.600875,0.747381,-0.061916,1.0
-0.222093,1.175231,-0.732033,-0.124965,-0.635444,0.0
0.913265,-0.195964,0.043279,0.122914,-0.246617,1.0
2.557452,-0.205482,-1.114426,-0.799699,-2.461443,0.0
1.410714,-0.129252,0.037362,-0.194785,0.153656,1.0
1.091126,0.109123,1.134921,-0.335419,-0.500364,1.0
0.32213,0.819268,1.054845,2.932142,-0.890041,0.0
1.353098,1.767388,-0.856667,1.245581,-2.788369,0.0
0.703077,-0.29381,0.24626,-0.20502,0.022066,1.0
-0.396158,0.433724,2.20796,-1.973539,-0.182372,0.0
0.862148,-0.183544,1.279274,-3.037414,-1.092794,0.0
0.584192,-0.486022,-0.197941,-2.441467,-3.021138,0.0
-2.586799,-0.329655,1.355139,-1.675405,-1.647831,0.0
0.845858,0.085612,-0.078698,-1.465905,-0.391622,1.0
0.123545,-0.261273,-0.537629,0.795186,-0.711831,1.0
-1.752267,1.315721,-2.390906,-0.967283,-0.503365,0.0
-0.816427,0.43438,-0.651099,0.918688,0.694001,0.0
-0.857757,1.134482,1.115913,2.077294,-0.683343,0.0
1.718808,-0.297308,-0.126977,0.134524,0.562935,1.0
0.227336,0.43239,1.064209,-0.12119,-0.092887,1.0
-1.235395,0.2126,-1.965394,-1.084612,1.417056,0.0
0.744503,-0.111862,-1.477469,0.397136,0.753515,0.0
0.484917,2.111544,0.363285,-4.006044,1.427501,0.0
0.459345,0.416603,0.157182,-1.939308,0.300766,0.0
1.056074,0.407934,0.063982,0.986007,0.327876,1.0
-0.272314,-2.185724,0.690911,-2.230221,1.210727,0.0
0.521846,-0.437489,0.236443,1.064089,-1.473876,1.0
-1.151079,1.296057,0.934009,-0.183405,-0.377549,0.0
-0.139058,0.117485,-0.349099,1.154627,-0.990756,1.0
-2.208103,-0.331175,1.217993,1.328143,0.299988,0.0
1.437116,-0.699187,-0.120159,-0.999293,0.008961,1.0
0.405665,-2.01188,-0.052753,-1.163288,0.935221,0.0
1.012281,0.440176,0.88414,0.86359,0.851085,1.0
0.213026,0.281529,0.649664,0.875016,-2.185771,0.0
-0.246386,0.054107,-3.214411,-0.833157,0.889003,0.0
0.086627,0.213536,-0.691952,1.422496,-0.013824,1.0
-1.335841,0.028638,0.535454,-0.775433,1.335222,0.0
-1.696825,-0.493238,0.13934,0.416306,-0.444042,0.0
0.941757,0.104432,-0.378854,0.651537,-1.032992,1.0
-2.677472,0.125059,-0.121453,0.36692,0.097049,0.0
1.6417,-1.346384,0.298492,-0.639228,0.374572,1.0
-0.51188,0.206673,-0.724904,0.231654,0.199538,0.0
2.079076,-1.368591,0.036474,-0.805452,0.266091,1.0
0.2402,0.694291,0.166802,-1.771171,0.61799,1.0
0.571604,0.507408,-0.822692,0.18896,-0.601727,1.0
-1.044536,0.289616,1.004007,-0.719022,0.590644,0.0
-1.436756,1.098063,1.836016,1.180173,-0.779897,0.0
0.95308,-1.26165,0.070365,-1.95312,-1.185431,0.0
0.236065,-0.242379,1.258689,1.802798,0.304019,0.0
-0.22857,-0.570954,0.896841,-0.432524,0.964941,1.0
-1.271551,-1.454756,-0.598482,-1.720177,-0.228178,0.0
0.235376,-0.49054,-2.740456,0.338376,0.941719,0.0
-0.412131,-0.81327,1.294294,1.301472,-1.976518,0.0
-1.563713,2.185166,2.556571,1.232367,-0.166758,0.0
0.722542,0.063721,-0.00186,0.407482,-0.420966,1.0
1.047805,-0.003355,-1.464823,0.241047,-0.896321,1.0
-0.565402,0.101223,-0.793264,0.058293,1.315924,0.0
1.112928,-1.775675,0.34007,0.169544,-0.588651,1.0
0.742877,0.539848,0.591835,0.19267,-0.321889,1.0
-0.218745,0.717789,-0.92095,-1.247439,1.796643,0.0
0.018197,-0.534455,0.550065,0.585367,-0.076253,1.0
-1.169276,-0.213643,-0.076139,0.552395,-0.036603,0.0
0.075677,1.035826,0.328674,1.046189,-0.37629,1.0
-1.164667,-0.098976,0.470043,-0.82407,-0.114891,0.0
1.164528,1.091673,0.607679,-0.163089,-0.389132,1.0
0.357575,0.636389,-0.047084,0.086425,0.451341,1.0
1.016513,-0.378308,0.328725,-0.078954,-0.572757,1.0
0.477172,-1.577816,0.147828,-1.173762,1.326005,1.0
1.07805,-1.007763,-0.492108,1.066775,-0.201688,1.0
1.154508,-0.729562,0.323698,-0.398611,0.236271,1.0
-3.147135,-1.413028,-0.61434,-0.050109,0.29679,0.0
-0.767547,0.704815,0.101223,0.087631,1.53676,0.0
0.816149,0.522819,0.674436,0.249327,-0.221379,1.0
0.192801,-0.030887,0.268524,0.261346,-0.119828,1.0
-2.148439,1.00853,-1.503242,-2.611202,-1.542066,0.0
0.144182,0.010717,-0.478921,-0.218595,0.193049,1.0
-0.10642,-1.137217,-0.645674,1.398556,-0.412204,0.0
1.01133,0.044204,-1.367551,0.09458,1.541333,1.0
0.873102,0.296618,-1.471252,0.228745,0.135643,1.0
-0.106571,-0.871992,-1.640613,-0.444117,1.847929,0.0
0.050561,-0.568583,0.28444,1.233719,-0.312181,0.0
0.397953,-1.173199,-0.416896,-1.287733,0.620559,0.0
0.6837,-0.065703,0.693486,1.336855,0.02114,0.0
-0.16765,-0.44815,2.394502,0.349093,-0.447303,0.0
-0.270247,-1.051944,-0.476393,2.71276,-0.25839,0.0
-0.053636,0.183581,-0.316869,-0.448808,1.017738,1.0
-0.736542,0.593521,1.092827,0.755216,0.275195,1.0
-1.357566,-0.497783,0.256346,-0.808568,0.402148,0.0
-0.6611,0.479903,0.490294,0.730648,-0.765392,1.0
-0.418943,-1.253776,-1.164169,2.037579,1.326567,0.0
0.766435,0.827588,0.242068,-0.281594,-0.001339,1.0
-1.861124,1.25659,0.292086,-0.499676,1.059172,0.0
1.034995,1.114903,-0.368827,1.09661,-0.799022,1.0
-3.217057,-0.492541,0.584424,-1.20024,-0.01069,0.0
-2.406974,0.426075,-1.34506,-1.841417,-0.060496,0.0
1.281725,0.241422,-1.094367,-0.694421,0.668693,1.0
-0.394266,-0.572193,0.712507,-0.142842,0.672288,1.0
-1.743967,-1.945516,-1.251362,0.647446,-1.041754,0.0
-0.281053,0.698398,0.394541,-1.088467,1.010851,0.0
-2.123556,0.401534,-0.203687,-1.228067,0.476375,0.0
1.59324,0.716155,-0.22255,-0.093847,0.305632,1.0
0.566101,0.266667,-0.367715,0.047737,-0.488272,1.0
0.119884,-0.501322,-0.540466,0.307912,-0.457064,1.0
-0.512708,-0.054417,-0.692829,0.172086,-1.139692,0.0
-0.826707,0.313347,0.118533,0.421411,0.677527,0.0
0.526776,-1.05348,0.53265,-0.474176,0.201576,1.0
-1.690726,3.229096,3.033067,0.305293,1.71933,0.0
-2.8682,-1.047818,1.103649,-1.433382,-1.624438,0.0
1.013729,-2.162707,0.225627,-1.463883,0.652857,0.0
-0.754802,-0.489066,0.04717,0.386387,0.516926,1.0
1.082985,-0.040229,1.101526,0.781653,0.320074,1.0
-0.878326,-0.155867,1.959491,1.598808,-0.799187,0.0
0.668985,-0.044559,-0.09747,-1.317973,-0.752796,1.0
0.212311,-0.325254,0.057503,0.191167,0.827107,1.0
1.488996,1.408922,0.865725,0.444249,-0.879759,1.0
0.539342,-1.225157,-0.150769,0.176984,-0.286553,0.0
0.097345,-0.519296,-0.847304,-0.033788,0.587756,1.0
-2.347784,-0.203636,-1.064612,0.281989,1.004334,0.0
-1.63737,0.270145,-2.00438,0.023513,0.88,0.0
1.138791,-0.030802,0.892598,-0.168589,0.232326,1.0
0.429673,0.893737,-1.366159,1.026553,0.803978,0.0
-0.121303,-1.689595,-0.904432,-0.026066,-1.602808,0.0
-2.785492,-1.948483,-1.699445,0.830727,0.196977,0.0
-0.735463,1.170586,-0.530524,0.736856,0.053528,1.0
-2.537695,1.482441,-2.040311,0.667327,0.374323,0.0
-2.449233,1.602573,0.708986,0.68624,3.15113,0.0
-0.339341,-0.132969,-0.114158,-0.733158,0.892948,1.0
0.753215,-0.264591,-0.42081,-2.673453,-1.017774,0.0
0.693518,1.108141,-0.503932,0.532873,0.310492,1.0
0.631203,-0.137854,-0.466437,-0.096948,0.441049,1.0
1.056499,-0.477715,-0.010486,0.103078,-0.180764,1.0
1.255724,0.869532,-0.39734,0.33555,0.086221,1.0
0.233171,1.734592,-0.454194,0.935938,-0.664642,0.0
-2.553452,1.183048,0.466702,0.631401,2.507523,0.0
1.32698,1.379164,-0.374209,0.152718,-0.645788,1.0
-0.049112,2.190133,0.067135,0.539352,1.223031,0.0
-0.244783,-0.70337,2.027109,-0.916461,1.052182,0.0
-0.587695,0.558487,0.492011,-1.030225,-0.483878,1.0
-0.829936,2.982887,-0.077525,0.184173,0.04747,0.0
0.877091,-1.17028,-0.827905,-0.367386,0.356771,1.0
1.625191,0.715845,-0.796499,1.429542,-0.196384,1.0
0.434237,1.147194,-0.061148,-1.174376,0.210186,1.0
1.227692,0.484961,-0.395208,0.602723,-0.245705,1.0
1.636588,-2.866195,-1.114304,-2.208316,0.245025,0.0
1.155213,0.16039,-0.92893,0.413074,-0.587286,1.0
-1.202572,0.111314,-2.299603,-2.268579,1.025284,0.0
-0.437458,1.124914,-1.304217,0.134247,-0.105683,1.0
0.014329,-0.706516,-0.069649,1.408513,1.013077,1.0
-2.812499,0.976871,0.042732,-1.111295,0.295993,0.0
-1.026127,0.020781,-0.533334,1.51774,-1.435657,0.0
0.549726,0.260801,-0.778757,0.392194,1.232757,1.0
0.991957,-0.1809,0.055414,0.0427,0.261687,1.0
0.226479,0.66675,-0.98358,0.16217,0.181903,1.0
0.284193,0.178388,-1.217691,0.273323,0.405566,0.0
-0.400434,2.999208,0.380075,2.224114,1.435615,0.0
-0.618428,0.208202,-2.315519,1.842309,0.000174,0.0
1.002906,1.080649,-0.525323,0.86579,1.685142,0.0
0.426986,-0.468073,0.012902,0.30479,-2.392511,1.0
-0.148756,-0.951866,0.48621,-0.385507,-2.7435,0.0
1.230415,0.048995,1.645416,-1.573159,2.351303,0.0
-1.266163,1.617363,0.394639,0.161272,0.287081,0.0
0.868961,0.93891,-0.704687,0.523398,0.986473,1.0
-1.115916,-0.073278,1.46511,0.273301,1.211052,0.0
1.745082,0.608339,-0.791508,1.0322,1.032183,0.0
0.662796,0.919639,0.897559,0.161972,-0.299832,1.0
0.793375,1.720342,-0.21326,0.107287,0.824479,1.0
-0.064261,0.262994,-0.847392,-0.711332,0.558228,1.0
0.691279,1.295523,-0.531475,-1.153243,-0.178252,0.0
0.000493,0.797563,-0.970533,0.941864,0.286119,0.0
1.017263,0.170828,0.603421,0.565196,0.987815,1.0
