'0.232f04+0.231f11+0.23 f01+0.229f17+0.228f13...','0.43 f02-0.392f10+0.352f19-0.349f20-0.334f17...',0.507f15-0.408f01+0.345f07-0.296f19+0.268f04...,-0.478f07+0.323f20+0.315f12+0.303f16-0.295f18...,0.499f09-0.482f06+0.435f08-0.331f01+0.165f02...,class
2.066072,1.935579,-0.647577,1.159612,-0.464514,0
-1.84113,-0.448166,0.460289,-0.08691,0.643959,1
-1.679996,-0.584603,0.710083,1.495867,0.901038,1
-0.642598,-0.609415,-0.005009,0.58499,-0.829697,1
-3.593643,-0.936619,0.446466,0.260913,-1.120018,1
1.390192,1.092708,0.289376,-0.272786,-0.678372,0
1.395394,-2.52933,-0.310452,-1.615729,0.458756,0
-2.631444,0.776471,-1.006283,-0.437922,-0.029898,1
1.263741,-1.590429,1.845909,-0.660725,-0.411519,0
1.811506,0.625578,0.071987,0.052552,-0.952024,0
-1.126339,-0.777358,0.053247,-2.169759,-0.290833,0
2.423605,0.049478,0.93048,-1.132039,0.610327,0
0.836276,0.503046,-0.021503,-0.760388,0.439867,0
2.341879,1.039678,0.58579,0.623352,-0.550203,0
0.250706,1.648636,-0.607252,-0.423426,0.187001,0
3.152863,-0.050093,0.209831,-0.823575,0.588722,0
-2.43573,-2.072664,-1.699475,0.969353,0.432826,1
-2.238589,0.602021,1.967514,-0.493223,-0.282612,1
-0.749659,1.719811,-2.412063,-0.662947,-0.23769,1
0.785059,-1.469529,-0.294251,-1.065408,-0.483803,0
-2.370818,0.021354,-1.327436,-0.404935,-0.59513,1
2.365699,-0.572719,-1.073076,-2.815391,-0.171969,0
3.710452,-0.238724,-2.101573,0.390656,-1.195297,0
-2.874032,1.267992,0.814956,-1.460306,0.72167,1
-2.295139,0.657358,2.317293,-0.147668,0.028709,1
1.799221,-0.858912,-0.951093,0.259338,0.855418,0
-1.264369,0.149105,0.694804,-0.144823,-1.268473,1
2.009686,0.64958,-0.769092,0.762152,0.996205,0
2.301461,0.08045,-0.195824,0.839123,0.064259,0
-2.356333,-0.334438,-1.252559,0.081862,0.125274,1
1.6957,-0.451952,0.087459,-1.280005,0.720156,0
1.842734,0.439402,-0.03663,0.376146,0.696735,0
-1.472449,0.693922,0.99249,0.259067,-0.02689,1
3.085095,0.002792,-0.100549,-1.247107,2.027319,0
2.550003,2.29101,-0.804679,1.471022,-1.173878,0
1.688145,-0.356638,0.693493,-1.395057,0.746149,0
-0.818511,0.616517,-0.181893,0.368593,0.912928,1
1.987403,0.279624,-0.669894,-2.543031,-0.971614,0
1.361212,-0.005394,-2.017715,-0.486294,0.520838,0
2.142466,-0.371675,0.399405,0.638221,0.853077,0
-1.537869,-0.58651,-0.000412,-0.925605,1.267616,1
-1.423369,0.82246,1.037597,-0.080488,0.959689,1
-1.993449,-0.347577,-0.757624,1.067004,-0.691028,1
-2.09295,0.370354,0.560619,1.029801,0.272414,1
-3.808218,0.977276,-0.253922,0.736985,-1.002306,1
-0.579263,-0.61339,0.359669,0.726128,1.464391,1
0.965828,1.539176,1.054814,0.847306,-0.363894,0
-1.797793,-0.134878,-1.16158,-0.190576,0.515234,1
2.297421,-1.016322,0.3772,1.087518,-0.149432,0
-1.804233,-1.332392,0.821385,-0.133828,0.600287,1
0.77624,0.793431,-0.703288,0.68065,-0.748268,0
0.975503,0.150738,-0.428922,-0.199754,-2.138138,0
0.929637,0.494011,0.071549,0.629628,1.812027,0
1.064543,-0.579443,-0.525627,-0.807483,-0.0675,0
-2.501996,0.154066,-0.59429,-0.796501,1.708435,1
1.824195,-1.33331,0.378331,0.318968,-1.203886,0
2.120571,-0.553936,-2.147292,0.366081,-0.278781,0
1.388405,0.612975,1.040348,-0.375039,-0.452175,0
-1.707964,0.497084,-0.939149,-0.7042,0.026333,1
-2.978019,0.238128,-0.322831,0.127163,0.129264,1
2.187251,-1.417455,0.477386,0.609111,0.315356,0
1.899462,0.447599,1.144091,0.601792,-0.579229,0
1.998862,0.536544,0.366778,1.900668,-0.02124,0
0.479093,0.013811,-0.061844,-1.313535,-1.00892,0
1.498711,0.76233,0.007793,0.150366,1.333373,0
-2.321467,1.983934,1.292187,-0.062675,-0.498356,1
2.588963,-1.274806,0.021064,1.626444,-0.261432,0
3.160471,0.044286,-0.854032,0.153995,-0.574872,0
-1.814454,-0.213998,-0.053362,-0.869771,-0.607854,1
-1.99878,0.555859,-0.8692,-1.341702,-0.491447,1
-2.893784,-0.309119,0.88343,0.308901,-1.037074,1
0.229718,-0.359221,0.888389,-0.37616,-0.154725,0
-0.120137,-0.380675,-0.746421,0.782453,-0.348219,1
2.01447,0.717834,-0.712145,0.400971,-0.571901,0
1.898793,-0.376073,0.215452,0.337309,0.277538,0
-1.04613,-0.432416,-0.52664,0.512774,-0.062217,1
2.907726,-0.131281,-0.338838,-0.69192,-0.299596,0
1.766546,0.474473,-0.03358,-0.559307,0.235811,0
-0.720872,0.365371,0.706044,0.549676,-0.733789,1
2.900303,-0.080512,-0.066125,0.087037,-0.426999,0
2.142479,-1.026727,-0.895565,0.198639,-0.247362,0
1.158857,-0.395071,-0.958105,-0.803195,0.452098,0
-0.92829,-1.004123,-0.236537,1.800381,0.66634,1
0.251143,0.450518,-0.739643,1.354143,1.500899,0
1.391539,0.048617,-0.383643,-0.291126,0.251882,0
-1.668871,-0.717086,-0.942551,-0.27938,-0.401162,1
-2.058955,-1.054391,-0.180032,-0.10721,0.047294,1
2.70013,0.517314,-0.58345,0.282121,-2.051373,0
0.729236,0.199433,-0.416049,-1.127091,0.385599,0
-2.400978,0.934743,-0.722685,-0.60287,1.040433,1
1.845633,-0.371775,-0.659622,1.368997,-0.029055,0
0.836769,0.161027,-0.197499,-1.46115,0.32603,0
2.130466,1.211379,1.497194,0.135781,-0.763666,0
-1.682572,-1.841497,-0.13757,-0.247674,-0.13211,1
-1.853099,-2.10075,0.688706,-0.501794,-1.873498,1
2.703259,-1.443955,-0.100925,-0.528635,1.762236,0
-1.222756,0.158467,1.444682,-1.069874,0.903102,1
-1.387638,-1.234952,0.042174,0.212938,-1.369872,1
3.665318,1.291515,-0.350316,-0.351241,1.335161,0
-2.007176,-0.900529,-1.080619,-0.346215,0.205038,1
1.861033,1.132811,-0.716217,-1.183794,1.199153,0
-1.493426,-1.02417,0.15813,0.601304,1.01844,1
2.203688,-1.174133,-1.102513,1.335565,0.106251,0
-1.281596,-1.195983,0.214598,1.046169,0.296434,1
2.73083,2.899762,-0.180015,0.257734,-0.265578,0
-0.416144,-1.375617,1.317377,-1.183876,-1.734087,0
-2.122665,-1.259776,-0.502162,0.174513,-1.355678,1
-1.362873,-0.703569,-0.46715,1.366088,-1.850026,1
-0.521454,-0.27581,0.127546,-1.433679,-0.617619,1
2.693516,-1.611841,-1.201004,0.508164,0.536347,0
2.122007,2.15273,-0.750423,0.205967,-0.699653,0
0.373243,0.258536,0.001299,-0.051014,0.632622,0
-3.675094,-0.689893,-0.023831,0.801498,-1.040384,1
-2.801807,-1.4208,-0.344917,-0.913247,0.906142,1
-3.129149,-0.774379,0.329245,0.642267,-0.589524,1
0.418739,-0.298708,-0.687124,-0.234629,-2.179854,0
1.437985,-1.284192,0.800001,0.819753,-0.037646,0
-1.739008,1.251527,-0.195767,-1.38645,-0.329353,1
-3.026911,-0.011304,0.28585,0.798718,1.595461,1
-1.323714,1.763807,-0.233632,0.843108,-0.211874,1
1.085493,1.418245,-1.18759,0.333057,0.951624,0
0.489956,-0.341427,0.734596,-0.915166,0.095788,0
3.217733,0.067238,0.273158,-2.231541,-0.384782,0
-1.326924,0.596427,-0.803646,1.678218,0.245552,1
-2.122075,-1.434483,-1.758097,0.761556,-2.821321,1
-3.018186,-0.186364,-0.329498,0.780925,-0.012562,1
-1.378621,-0.907096,1.006783,0.188373,1.385652,1
2.964321,1.678866,1.458044,1.020931,0.601769,0
1.339781,-0.373052,0.384168,0.898137,0.63743,0
0.315031,1.344873,-0.527214,0.560601,1.772965,1
1.363766,0.361067,1.164156,-1.282205,-0.480319,0
2.494406,0.674891,-0.181118,-0.654863,-1.475138,0
1.592032,-0.176821,-0.343575,0.820481,0.482327,0
-0.660342,-2.057633,-0.81068,-0.366365,-0.095725,1
1.362421,-0.101597,1.149604,-0.475398,0.93394,0
0.93052,-0.002224,-1.077673,1.060044,-0.852123,0
1.578796,0.265016,-0.247974,-1.541111,-0.13261,0
2.431558,1.109268,0.317662,0.271767,-0.302449,0
-1.856929,1.592185,1.49325,0.665566,0.209563,1
-3.41084,-0.392214,-0.535582,-0.759052,1.214446,1
-1.033747,-0.533209,-1.235824,-0.022517,-1.842586,1
-2.059876,0.817649,-0.646687,2.081738,0.241815,1
-1.253388,1.799907,-0.629177,1.236262,-0.389794,1
0.215977,-1.748386,-1.652242,0.74748,0.692623,1
-2.206814,-0.208532,-0.612543,0.064138,-1.549476,1
-1.443241,-1.0383,3.086081,-0.685906,-1.049083,1
-2.36113,1.031914,0.095713,0.336708,-0.230418,1
2.548314,0.187147,-1.564341,0.437533,-1.316126,0
2.330453,0.320222,0.07984,0.092287,0.08244,0
-3.049353,0.144307,-0.009753,-0.482381,-0.095915,1
-1.360735,0.533847,0.293655,1.142199,-0.529796,1
3.292025,0.803653,-2.016815,-0.412363,0.652631,0
0.934069,-0.3829,1.134724,1.874306,-0.392041,0
2.043198,-0.777596,-0.810578,1.524373,0.155544,0
-0.911472,0.936922,-0.891059,-1.558455,-0.752519,1
-1.542396,-0.377095,2.034423,0.725718,-0.568361,1
3.696729,-0.963438,-1.438889,-0.680991,0.380533,0
0.852884,0.566013,-0.067166,1.032137,-0.657818,0
1.695975,0.555063,0.490031,0.155407,0.415005,0
2.750316,0.67347,0.868432,-0.01699,1.635709,0
2.468927,0.523652,0.552533,-0.715696,0.562383,0
-2.484299,0.146745,0.263093,1.049179,-1.043301,1
1.671782,-0.493128,-1.203856,0.420738,0.878682,0
3.225472,0.338061,1.219295,-1.242892,0.806217,0
-3.445982,-0.007326,0.990313,0.180666,0.658808,1
-1.16532,-0.758845,-1.281469,0.263198,0.787338,1
1.698215,-0.298511,0.736636,1.922572,0.040343,0
2.251146,0.084439,-1.299807,0.524793,1.263485,0
0.684697,-1.655141,-0.711932,-0.249992,0.505625,1
-3.17736,-1.160862,0.727686,-0.661383,0.165491,1
-2.804705,-2.346961,-0.083595,0.818158,0.905253,1
-0.560137,0.869057,1.236538,0.797915,0.312537,1
1.625996,1.140136,-0.005827,-0.169449,0.958033,0
-0.4369,1.28088,-0.535218,-0.553893,1.973245,1
-1.778407,0.793488,-1.044398,-0.613789,-1.034732,1
2.607687,0.751988,0.666119,-2.502386,-0.866102,0
-0.702441,2.200953,-1.366906,-0.521515,2.875543,1
-2.204403,-0.731142,-1.61148,-0.886903,1.563013,1
0.390892,0.361354,-0.210548,0.792718,-0.608204,0
-3.09144,-1.705778,0.621898,-0.787414,-0.723894,1
-2.515722,1.164584,-0.199873,-0.606268,0.386827,1
1.231205,1.266703,0.590226,0.862286,-0.15,0
-3.745138,-0.87344,0.622122,0.536755,0.239273,1
2.647502,1.144515,0.729829,0.395943,-0.013644,0
-1.772784,-0.940638,-1.295423,0.064258,-0.813584,1
2.604948,1.423424,-0.743946,-1.170242,-1.816486,0
1.199007,-1.894493,-0.453782,0.590787,1.237311,0
-0.928748,0.593649,-0.301947,-0.840616,1.221645,1
1.708431,-2.07839,0.298178,-0.572572,-0.114855,0
-1.587421,0.042628,0.166248,0.201142,0.131849,1
1.327545,-0.893923,-1.125351,-0.388283,-0.805273,0
1.944227,0.809782,0.773215,0.540167,0.188339,0
1.711467,0.177346,1.765976,0.794624,-1.39631,0
1.171651,1.017702,2.201928,-0.255908,2.3169,0
3.425723,-0.164554,-0.168526,0.646474,2.134201,0
0.970591,2.031515,0.253209,0.843166,0.452873,0
2.107084,0.055316,-0.72232,0.669472,1.144422,0
2.942279,-1.137839,0.711628,0.441705,1.254001,0
2.473602,0.512889,-0.984195,-0.150017,0.240378,0
-1.553483,-1.001727,-0.006976,-1.281087,-0.033764,1
-1.58782,-0.629863,-0.828629,0.160371,-0.315858,1
-1.551699,-1.593826,-0.098648,0.415436,1.397445,1
-1.904085,-0.070537,1.108588,1.237601,1.458948,1
-0.802508,1.137052,-1.342736,0.601719,0.293229,1
0.789587,-0.95173,1.454136,1.109727,-1.145798,0
2.536823,0.046621,1.53664,0.577757,0.119589,0
-0.688672,0.738981,-0.025176,-0.181913,0.648369,1
3.282651,1.529829,0.157117,2.080727,-0.031093,0
-2.352272,-0.760747,0.013593,0.055867,-0.295223,1
-0.446729,-0.240027,-0.534755,-1.290808,-1.055717,1
-3.035994,-0.599335,-1.759504,0.787588,0.170194,1
-4.130811,-0.978095,-0.512387,-0.33395,-1.438687,1
1.334987,0.331652,0.870458,0.19985,-1.316694,0
2.144227,-0.239336,0.807524,-0.631229,-0.886891,0
2.378195,0.388105,0.190766,1.28107,-0.283466,0
1.612163,-0.644284,2.052262,-0.315479,0.154165,0
-1.532639,1.370556,0.761836,0.050831,-0.562772,1
0.475487,0.528335,0.479613,0.441394,0.491973,1
2.02037,-0.668233,-0.179394,0.108722,-1.999692,0
-1.8837,-0.595857,-0.218886,-0.882771,1.438438,1
1.89946,-0.26197,1.896078,1.666242,1.83613,0
0.566752,0.82061,0.378378,-0.165694,1.074608,0
-1.152852,-1.111302,1.041948,-0.501635,0.6181,1
1.972889,-0.623561,-1.185872,0.908787,-0.564912,0
-0.200841,-1.929537,-1.0426,-0.563177,-0.544973,1
1.915092,-0.54227,-1.613033,0.402727,-0.480836,0
1.093662,0.019331,0.253243,-0.795325,0.715631,0
2.859188,-0.451652,0.151975,0.930857,0.109824,0
-2.452667,-1.510501,0.762318,0.485292,-1.018259,1
-2.561132,1.313224,1.410125,-0.081302,0.093558,1
1.357804,-0.389257,0.133371,-1.273667,-1.133014,0
-1.847338,-2.011951,1.119806,0.047336,0.749341,1
-1.20664,-0.318537,1.514677,-0.455591,0.881368,1
-0.200138,1.028907,0.148425,1.096454,0.102587,0
-0.118598,0.686469,-1.70281,1.405033,1.280362,0
-1.622558,-0.560249,-0.315924,1.296495,-0.466665,1
0.361036,0.41226,2.208927,-2.153309,-1.11072,0
0.022675,0.254513,-3.367723,-0.132926,0.235829,0
2.756036,-1.597505,-1.573003,0.21976,-0.242821,0
2.712927,-1.023978,-0.270397,0.237186,-0.239172,0
-0.041172,-0.228294,-0.408486,-1.652911,0.314642,0
2.006108,-0.167003,-0.085641,1.011639,0.827801,0
-1.362366,-0.088014,1.83796,-0.570667,1.489158,1
2.20718,-1.416214,0.423593,-0.502544,0.49963,0
1.10262,0.150497,0.636848,-0.159108,-0.694575,0
0.919868,0.955827,-0.105496,1.427531,-1.137073,0
-2.369551,-0.992437,2.023635,1.711626,-0.637903,1
3.465381,-0.281332,2.049483,-0.467603,0.807562,0
-0.507977,-0.122174,1.301221,-0.585454,1.669867,1
-2.899233,1.720893,-0.785118,1.989192,-0.339365,1
-2.56381,-1.356933,-0.871441,-0.936534,-0.450718,1
-2.516388,1.247621,0.265275,0.144112,0.942343,1
-1.301089,0.287199,0.218313,-0.330389,1.267793,1
-2.370896,0.739414,1.799235,-1.271914,0.655088,1
-1.909185,-0.218809,0.580556,0.819685,0.354897,1
2.579117,-0.775892,1.117034,-2.402512,0.748519,0
0.856605,-0.251333,0.535914,1.54092,-0.358076,0
-2.723522,1.932534,0.841558,0.060283,-0.418145,1
3.223118,-0.400172,0.916284,0.384786,0.629603,0
1.042302,0.450212,0.900308,0.297826,-1.561105,0
0.952854,2.172664,-1.182619,-0.235236,0.250562,0
1.443757,-0.970198,-1.332928,0.310932,0.693844,0
-2.906618,-0.739775,-1.105082,-1.177413,-0.106935,1
-1.742588,-0.038256,0.333733,0.090708,-0.335044,1
0.473878,-1.574808,-0.449469,-0.752352,-0.461424,1
-2.315349,-0.054494,0.442715,-1.524707,-1.537114,1
3.398665,0.018925,-0.931689,-0.587646,0.557395,0
-2.976746,0.007548,-0.685674,-0.07431,1.651279,1
-1.886681,-0.55372,-0.344583,0.867967,2.2307,1
2.118344,-0.732445,-0.911359,-1.308757,-1.171733,0
-1.363264,-1.610033,0.849567,0.392769,0.628515,1
-2.472901,-0.739904,-0.895056,0.442933,0.972637,1
2.261321,0.070203,-0.53424,-0.131895,-1.355862,0
-0.028935,-0.344304,-1.207447,-0.614399,-1.21223,1
1.576009,-0.069208,-1.112602,0.412126,-0.66169,0
1.903512,1.518626,-0.389511,-0.127775,-0.214502,0
0.898675,0.274679,-1.400221,-0.583454,-0.711427,0
0.450749,-0.031511,0.859271,0.827943,0.053499,0
2.816075,1.392376,0.921789,-0.344973,-0.1036,0
0.315425,0.084084,-1.024672,-0.097941,-1.329948,0
0.735024,0.365928,2.684697,-1.339043,0.21895,0
2.298378,0.602911,0.74761,-0.657113,0.355964,0
-1.818659,-1.605241,0.738391,-0.227349,0.106092,1
0.839813,1.629298,0.060066,0.414545,-0.398566,0
2.135472,-0.985826,-0.726582,0.288933,-0.574479,0
4.790064,-1.199462,1.891676,-0.779281,1.565689,0
2.733962,0.748068,-0.951413,-1.356013,0.035647,0
-0.829831,-0.293142,0.094105,-0.431073,0.195648,1
1.377089,-0.398724,-1.010623,-0.782046,-0.765605,0
-3.001893,0.51323,-0.961741,0.308554,-0.813,1
-3.125181,0.202021,-1.186923,2.227208,1.108089,1
-2.074927,-0.620703,0.480452,0.638408,0.315574,1
-2.692734,0.910329,-1.339937,-0.636219,-0.257899,1
-1.574244,1.480648,-0.813077,-2.843867,-1.489737,1
1.311874,0.801033,-0.885927,-1.586882,0.876714,0
4.152853,-0.018703,-0.097767,0.957907,0.37115,0
2.505721,0.469614,0.820624,0.535602,-0.64943,0
-1.350132,0.332085,1.033566,-0.578091,0.698203,1
2.542223,-0.674369,-0.527294,0.134859,1.145238,0
1.026625,0.455308,-0.631427,-0.912401,0.411535,0
0.605129,-1.075743,0.38825,1.667461,1.130436,0
2.818061,0.172785,-0.289027,-0.821285,-0.232045,0
1.013355,-0.274839,-0.72171,1.337584,-1.167415,0
3.084505,0.188724,-0.039401,0.484307,0.176999,0
1.978644,0.437732,-0.837657,-0.199342,1.348854,0
-1.617163,-0.040226,0.841984,-0.386305,1.545363,1
-0.698421,-1.287966,1.036302,0.076002,-0.133141,1
-2.478139,-0.140546,0.352561,-0.693406,0.668216,1
0.000276,1.50106,0.450915,-1.613287,0.484119,0
-2.038735,1.879677,-1.575731,-0.638074,0.678179,1
-1.369671,-0.276149,2.165974,-0.434428,0.012275,1
1.450808,0.257533,0.369177,0.259093,0.900703,0
2.304365,-0.625004,-0.505116,-1.744818,1.204987,0
-2.258135,-1.14233,-1.116716,-1.12199,0.299582,1
0.337266,-0.70825,-1.376285,-0.029191,-0.792051,0
0.967147,-1.51228,0.659892,-0.552041,1.209897,0
-0.711553,-2.092991,2.030179,-0.16678,-2.014483,1
1.841264,-0.825132,0.579438,-0.494395,-1.712727,0
1.471153,1.361331,-1.27903,-1.028351,-1.367165,0
-3.062709,0.416147,1.108246,-0.326802,0.245702,1
-1.901782,0.055928,1.190603,-0.605925,-1.527492,1
-0.254404,0.016417,-0.529635,0.898287,0.843085,1
-2.543657,1.258015,-1.906696,-0.611721,0.455491,1
-3.574627,-0.454211,-0.038789,-1.182466,0.413309,1
0.626467,0.863553,1.114924,-0.461433,-0.4884,0
-4.184243,0.226851,0.788056,0.850686,0.776101,1
2.156109,-0.339252,-0.205897,-1.037066,-0.567392,0
1.636299,-0.934572,0.225807,-0.431043,0.074595,0
-2.309745,0.808187,0.302018,-1.010098,-0.386783,1
-1.816921,-1.118801,-0.445337,-0.277299,-1.295648,1
1.312848,-0.259985,0.360511,0.227901,-1.669718,0
-1.253367,-0.364809,0.996442,1.750631,0.104785,1
3.321018,1.615418,0.774279,0.722748,0.506134,0
2.088833,0.668818,-0.399628,0.175092,0.726363,0
-1.53556,-1.400515,-1.563109,-0.195908,0.500091,1
1.18052,0.94769,-0.524091,-2.05635,0.419944,0
2.204882,-1.099382,-0.573974,-0.821262,0.870062,0
1.63997,0.127562,-0.455402,-0.740899,0.489145,0
0.57383,1.297633,0.250554,1.131925,-0.504301,1
2.972189,0.68962,0.448669,0.922936,-0.927462,0
1.477127,1.564195,-1.501434,0.312048,0.329618,0
1.472276,1.824692,-0.360299,1.605215,-0.36729,0
-1.546643,0.025357,0.04259,-1.242727,1.602585,1
-3.239886,-0.449434,-0.383006,-1.533521,-0.454894,1
1.367851,2.147488,-0.347091,-1.584189,0.219248,0
-3.063042,1.612947,-0.22198,-0.693433,0.000925,1
-2.763177,0.479298,-1.122986,0.629503,-0.017368,1
1.094416,-0.860834,-0.086686,1.2666,0.70363,0
-0.769168,0.173353,-0.792359,-1.252808,-0.353682,1
-1.726371,-0.542371,0.113421,0.61083,-0.762206,1
-1.180545,1.576594,-0.32007,-0.879935,-0.548755,1
-1.699641,1.069654,-0.859108,0.11973,1.385649,1
2.218625,-0.683504,-0.829305,-1.36515,-0.567412,0
-2.103491,-1.388183,1.286732,0.80158,1.08256,1
1.146277,0.192332,-0.782054,-0.414073,-0.744595,0
-2.320759,-1.304168,1.180732,-0.238944,0.493413,1
1.879331,0.286781,1.576243,0.788845,0.108438,0
-2.159104,-0.346724,1.662788,-1.054179,-0.0019,1
1.554854,-1.002063,-2.110851,0.149453,1.104104,0
-1.165157,-0.617725,0.436434,1.185832,-0.479237,1
-2.119085,-1.311714,-0.119901,0.705017,-0.157341,1
0.415175,-0.356672,0.881467,0.369714,-0.491659,0
-0.985777,0.612305,-0.785284,-0.404051,1.84125,1
-3.253614,-0.482913,0.808928,-0.440862,0.906415,1
1.736337,-1.452375,1.515363,-0.272094,-0.467637,0
1.923624,0.93394,1.372595,-0.079115,1.2374,0
-2.069525,1.740851,-1.040195,-0.22698,0.33858,1
-1.948774,0.082479,-0.71148,-0.735615,-0.417366,1
-0.850769,2.089091,-1.78125,0.229963,0.957239,1
-1.509089,1.555804,-1.543942,-0.758007,0.317321,1
3.174968,0.915011,-0.621344,-0.00394,1.093566,0
2.763293,0.169286,0.209766,-1.24675,-0.338884,0
-0.507602,0.71754,1.538967,0.546255,-0.499856,1
1.553561,-0.465116,0.520092,-0.110683,0.621491,0
-2.591403,1.055665,1.033745,1.18726,0.684939,1
-1.792641,1.214147,-0.465284,-1.184464,0.294932,1
1.025155,0.448094,0.621813,0.290613,0.182178,0
-2.138207,-1.083952,-0.74231,0.184788,-0.502786,1
-1.888746,0.417946,-1.46072,-0.162264,0.130947,1
0.818086,-1.7209,0.596248,-0.120754,1.198861,0
-2.161377,0.436266,0.670568,-0.495884,0.58935,1
2.002189,0.013125,0.086671,-0.890014,1.444388,0
1.242481,-1.025191,-0.577901,0.965698,-0.430331,0
-1.734856,1.290909,-0.171224,-0.478726,1.452312,1
-0.495355,0.584385,0.09188,-0.319693,0.66088,1
2.076272,-1.407734,1.154581,-0.349646,1.370882,0
1.700816,0.108701,-0.903479,-0.652969,-0.185997,0
2.880032,-0.799896,1.581009,0.753728,-1.907604,0
1.762603,1.080311,1.508956,1.248964,0.045835,0
1.201596,-0.655625,0.050603,-0.166421,-1.462493,0
0.655968,-0.183613,1.59045,-0.505324,-0.923748,0
2.393923,-0.452456,-0.471088,0.104462,-0.758323,0
2.120715,-1.501478,-0.401425,2.372991,0.252651,0
1.310763,-0.279054,1.79334,-1.611523,0.88349,0
2.17049,-0.239152,0.018353,-0.898243,-1.402457,0
-2.823556,2.07974,0.241655,-0.546796,0.485619,1
1.287085,-1.571601,1.64966,0.193609,-1.334613,0
-2.446488,1.806026,-1.029973,-0.238344,0.239039,1
-0.906209,0.514499,-0.0143,0.404238,1.805623,1
-1.472291,0.710138,1.571811,1.561417,-0.983371,1
-0.449024,1.410827,-0.451243,1.102751,-0.158821,1
-2.043675,0.766245,-0.292627,1.07723,1.256794,1
1.463056,-0.258593,1.193645,-1.669241,0.562471,0
-1.585973,-1.011542,0.172799,1.39252,-0.425998,1
-1.189395,0.195161,-1.698659,0.132433,-1.077731,1
0.395769,0.197049,-0.115946,-1.260935,1.008316,0
1.177876,-1.888623,-1.393251,0.358424,-1.909346,0
-1.63889,1.53735,-1.513131,0.582729,-1.499087,1
1.971375,0.585164,-0.098227,0.233106,0.536859,0
1.439939,0.075917,-0.664194,-0.787735,-1.326476,0
-2.853527,0.641454,-0.395324,-1.208135,-0.217845,1
-2.242081,1.480208,0.690828,1.446158,-0.80399,1
2.394639,-0.006245,-1.459496,-1.886261,-2.599494,0
1.623015,0.371176,-1.042351,-0.099741,-0.588437,0
-1.737768,-0.111127,-0.031377,-1.441071,1.863694,1
-2.581875,-0.659485,0.403238,-0.894364,0.772374,1
-1.459766,-1.696261,-0.863307,0.345818,0.721292,1
-1.523308,-0.308127,1.580446,-0.066877,0.494984,1
2.613144,0.442,-0.500469,-0.034213,-0.283922,0
-0.568018,0.199906,-1.409204,3.321202,-2.44749,1
0.690582,-1.309914,0.713594,-0.251016,-0.892152,1
-0.775881,-1.575757,-0.203253,-0.52335,-0.975586,1
-1.100308,0.324965,0.820799,0.921372,0.239274,1
0.73384,1.303487,0.978242,1.547377,-1.390816,0
-2.63882,-0.121922,-0.887666,-0.848287,-0.558461,1
-2.805847,0.223227,-0.012494,-0.40497,0.051171,1
1.333184,0.579114,0.538279,-1.591484,-0.360335,0
-1.906248,-1.189047,-0.168069,-0.87663,-0.173755,1
-0.250129,2.268916,0.162846,-1.13807,-0.348651,1
1.698555,-0.931565,-1.543107,1.301932,0.149915,0
1.466967,-0.529118,-1.529039,-1.420577,-0.661958,0
2.598549,1.55404,0.724161,0.745204,0.303454,0
-0.01782,-0.50768,0.88023,0.826769,0.473927,1
2.675753,1.523189,0.000081,0.291979,0.855749,0
-1.086797,-0.760812,-1.672083,0.083251,0.087177,1
-3.692174,0.468256,-1.528986,-0.574819,0.57043,1
-2.245195,0.359448,1.913788,0.052658,0.39721,1
-1.473553,0.557231,-0.60877,-0.856039,0.467455,1
-3.010655,-1.889761,0.789871,-0.858038,-1.671467,1
1.99291,-0.540476,-1.1021,-0.28648,0.582476,0
-0.407096,-0.562317,-1.558486,0.374768,1.446325,1
1.562565,0.363286,-0.281712,-1.487287,-0.703249,0
1.533382,-0.186328,0.326917,0.881359,0.172747,0
-1.111746,-0.553072,-1.601823,0.213527,1.572955,1
-1.91334,-1.604601,0.57697,1.065799,-0.667873,1
-2.457827,-0.676234,-0.53102,-0.960245,-1.216657,1
-2.304596,0.646255,0.446328,0.808891,1.501413,1
2.128824,0.982586,-0.804673,-0.542406,-0.269083,0
-2.612437,-1.193776,-0.699514,0.916855,1.425637,1
1.431465,0.296972,-0.93419,-0.502025,0.440038,0
1.68085,0.983698,-0.098438,-1.17998,-0.430782,0
-3.27269,1.093392,-0.822063,0.202861,1.18287,1
-1.821276,0.016612,-0.401687,1.180375,-0.922429,1
0.575748,-0.809765,-0.831792,0.979567,-0.806717,0
0.927571,0.551139,-1.411049,0.356325,0.967596,0
2.029699,-1.654122,0.119035,0.982948,-0.00714,0
2.336411,0.353838,-0.199964,-0.237623,-1.336842,0
1.654485,1.686974,-0.859701,0.381408,0.783402,0
0.89294,2.113828,0.498425,0.316203,-0.155427,0
-2.098872,-0.066524,-1.454967,0.388559,2.244891,1
1.919789,-0.202842,-0.408977,-0.367493,-0.48161,0
2.332847,-1.421193,0.163505,1.025295,-0.197862,0
-1.778476,-0.336308,-0.397116,-0.858286,-1.078289,1
1.10238,0.801063,0.075262,-0.211259,0.233026,0
-1.971546,-0.490973,-0.935962,0.530882,1.018301,1
-0.812524,1.303265,1.636693,1.336814,0.123988,1
1.176107,0.602698,1.130613,-1.09259,0.519668,0
2.833244,1.012586,-0.345912,-1.663636,-0.501496,0
0.42516,1.017748,0.394572,-0.675621,-1.174482,0
