-0.601f03+0.509f01-0.431f04+0.429f02-0.097f05,'-0.718f02+0.636f01+0.23 f04-0.148f03+0.064f05',0.843f05-0.495f04+0.185f03-0.09f02+0.035f01,0.611f04-0.547f03+0.507f05-0.189f01+0.186f02,-0.547f01-0.532f03-0.507f02-0.377f04-0.136f05,class
1.26224,-0.81622,-0.198236,0.274651,0.79469,0
-0.785059,-0.797013,2.086851,-1.180395,-0.381451,1
-0.87491,-0.582286,-0.363895,-2.668436,0.693331,1
-1.755439,-0.327882,-0.877316,-0.72626,-0.810803,0
-1.786409,0.456252,-1.157293,1.218231,-0.141001,0
1.725381,-0.431346,0.426544,0.556919,-0.010233,0
0.693722,0.256039,1.469284,-0.591529,-0.743978,1
2.03525,-0.257151,-0.245366,0.232837,0.148934,0
1.574403,0.111978,0.228867,1.17921,-0.685184,0
1.319276,-0.049196,-0.362591,0.324367,0.204901,0
0.700949,0.75334,-0.471951,-0.522058,-0.742629,0
-1.583781,0.606809,-1.042307,1.121052,0.136132,0
-1.20812,0.724504,1.405834,1.929971,0.412993,0
2.24345,-1.861904,-0.516137,0.582164,0.198103,0
0.443489,-1.775726,-0.497986,0.615127,-0.940444,0
0.061605,-1.155036,-0.825513,0.153799,-1.048898,1
-1.926092,-0.100527,0.427247,-0.122525,-0.833076,0
1.499175,3.265222,0.263324,-1.044207,-0.199895,0
-0.342604,-0.408814,-1.826867,0.821324,-0.717628,0
1.601231,-1.095209,0.146933,0.677049,0.40919,0
-0.392088,-0.560518,-0.29953,0.269344,0.167088,0
1.186709,-0.382255,-0.700777,0.373394,0.464284,0
0.988889,-0.483051,-0.11103,-0.575978,-0.182804,0
0.648873,-0.95481,0.23005,-1.109875,-0.742131,1
1.126944,1.477245,0.107438,-0.16102,0.273398,0
-1.30769,-0.760433,0.888799,0.315542,-0.869871,0
-1.264805,0.524293,-2.01196,0.507699,0.513582,1
1.520115,-0.946569,-0.302858,0.364506,0.760065,1
-0.543376,-0.753687,-0.30702,0.227529,-0.018574,0
-0.625796,0.23126,-1.321583,0.192248,0.699532,1
0.019507,-0.066871,0.598074,-0.832189,1.563333,1
-1.515473,0.274684,-2.602577,0.056797,-0.118853,1
0.050244,-0.586875,-0.674809,-0.117442,-0.991176,1
-0.975047,-1.085831,0.229632,-1.743688,0.8472,0
0.017813,-1.208845,0.074676,-1.117547,0.02637,0
1.800427,3.459206,0.201628,-0.945285,-0.14492,0
-0.695238,-0.777769,0.458086,-1.823236,0.315843,0
1.599881,2.722671,-0.148293,-0.731187,-0.978942,0
-0.709169,-0.749035,-0.1711,-0.148229,-0.457169,0
0.802924,0.389118,-0.316636,-0.238492,-0.256373,0
0.00285,-1.001359,0.649822,-1.388404,-0.61848,0
0.136793,-0.775,-0.330012,0.055628,0.223898,0
-1.6829,0.870172,0.680618,2.181731,0.251556,0
-1.325154,0.181405,-2.042588,0.550041,0.056528,0
1.826778,-0.820609,-0.290189,0.357705,0.24544,0
-0.541775,-0.868235,-0.553053,-0.253837,-0.430516,0
-2.000928,0.032442,-1.044321,-0.75494,-0.816792,0
1.094125,-0.05142,0.093869,0.289572,0.713725,0
2.060112,-1.897311,-0.811068,1.119241,-0.280058,0
-1.5476,0.108939,-0.895056,-0.234663,0.203947,0
0.124366,-0.355911,-1.586576,0.684429,-0.99124,0
1.149324,0.213464,0.128941,0.147811,0.526162,0
1.470054,-0.762873,-0.271009,0.31925,0.680869,0
1.218548,0.385812,0.435684,0.344517,-0.920253,0
-0.173977,0.086453,0.237093,-0.28728,1.56748,1
2.289011,2.587599,0.333599,-0.308391,-1.018157,0
-0.975087,0.269085,0.850119,1.119359,0.117744,1
1.35714,-0.510085,-0.284481,0.23566,0.99597,0
-1.226693,-0.206818,-0.880482,0.75747,-0.853796,1
1.652089,2.3856,0.190539,-0.381418,-0.273423,0
0.598259,-1.086523,-0.15663,-0.622656,0.056986,1
-1.504434,0.358564,-2.780154,0.305275,0.019612,1
0.78415,1.238111,-0.74216,-0.175352,-1.160253,0
1.251167,0.328303,-0.479133,0.204778,0.258961,0
-1.04388,0.26224,-0.302783,0.212625,0.786583,1
1.32569,-0.874161,-0.208809,1.005422,0.213944,0
-0.507496,0.251432,0.792251,1.009956,-0.325881,1
1.057142,-1.099987,0.486928,2.245212,-0.179087,0
0.250729,-1.300338,0.162683,0.556762,-1.389604,1
0.699733,-1.669783,0.098866,-0.9659,-0.726924,0
-1.632168,0.95197,-2.045585,0.302098,-0.59944,0
0.891202,-0.970558,-1.921254,1.498537,-0.200612,0
1.053239,1.655889,0.008198,-0.423749,0.11784,0
1.198041,-0.983963,-0.212152,0.318006,0.734638,0
0.73422,0.836177,-0.544471,-0.339935,-1.162011,0
-0.385399,-0.797058,-0.463382,-0.321535,-0.217605,0
0.90982,1.060311,-0.414542,-0.559831,-0.05901,0
1.180538,0.667514,0.140183,-0.018647,0.409273,0
-0.90464,0.257062,-0.617318,0.589352,0.139984,1
1.441345,0.415147,-1.1925,0.015339,0.22187,1
-0.911288,-0.406799,-0.870932,-0.805059,-0.106105,0
-0.25572,-1.415474,0.287329,-1.885738,-0.528645,0
1.428623,1.375178,0.099236,-0.036611,-0.074456,0
1.668132,0.661378,-0.381373,0.156874,-0.041244,0
0.623468,-0.430754,0.221144,-1.147633,0.029277,1
-0.879448,-1.396859,1.052533,-2.145946,-0.505303,0
-1.934471,0.704669,0.564872,0.969102,-0.978459,1
-1.78704,0.168598,0.164481,0.809747,-0.260468,0
1.419187,1.129949,0.084578,-0.004137,-0.037958,0
1.119152,1.808681,0.140082,-0.271379,0.302401,0
1.524242,-0.468174,0.060856,0.393671,0.280008,0
-0.384653,0.076228,1.789089,0.847115,-0.748338,1
1.03711,0.483514,0.031391,0.256188,0.430347,0
-1.442706,0.231708,-1.445638,-0.83544,-0.02494,1
0.815632,-0.444513,0.6435,1.584159,0.224648,0
-0.500845,-1.222812,0.714303,-1.474303,-0.284813,0
1.347112,0.003556,0.861386,1.77118,-0.526039,0
0.810312,1.447905,-0.168315,-0.457435,0.263138,0
1.795065,2.47562,-0.059401,-0.456272,-0.411392,0
-1.055241,0.407257,0.680156,0.065295,-0.069503,1
1.232638,2.006104,0.016944,-0.540731,-0.201535,0
-1.435449,0.802742,-1.413502,-0.676711,-0.758638,1
-1.139877,0.200119,-0.689361,0.69313,0.221001,0
-0.546431,-0.1461,0.410234,-2.411015,-0.359205,1
-0.245353,-0.758734,0.428248,-1.869175,-0.581717,1
0.539726,-1.466753,0.108686,-1.050362,-0.656625,0
0.57715,-0.162895,-0.546098,-0.159919,-0.105396,0
1.499713,-1.558452,0.50621,2.214679,-0.576486,0
-1.118258,0.284674,0.487682,0.499638,0.714802,0
1.299579,1.65194,0.143399,-0.762824,-0.294137,0
-1.210923,0.275093,-1.905823,-0.043296,0.046812,1
1.912655,-1.926786,-0.417391,0.602636,0.197294,0
-0.958117,-0.946632,0.39185,-2.37345,-0.008081,0
1.522773,0.864637,-1.132906,0.658212,-0.741044,0
1.938281,-0.654268,-0.253261,0.225343,-0.097001,0
-1.800225,0.978474,0.884575,1.677937,-0.905577,1
1.239583,2.290692,0.01348,-0.692298,-0.327135,0
0.911497,0.952179,0.081142,0.066136,0.506063,0
-0.060518,-0.258511,0.199104,0.148763,-0.236072,0
-0.513279,0.078475,-2.227074,1.04675,1.314405,1
-0.004509,-0.889795,0.152894,-0.99303,0.298638,0
1.405789,-0.619714,-0.34216,0.718467,0.270432,0
-1.590694,-0.527639,1.348359,0.791195,-1.032942,0
-0.833516,-0.44552,-0.557795,-0.554695,-0.051155,0
1.251324,-1.248039,0.406008,-0.309192,-0.949337,0
1.223524,-0.660234,-1.25383,1.074861,-0.313843,1
-2.113477,0.349634,-2.484025,0.482363,-0.759539,1
1.501344,-1.319458,-0.399768,0.327069,0.534511,0
2.098757,-1.917916,-0.41317,0.59129,0.218952,0
-0.482371,-0.906421,0.704372,-1.361998,0.208283,0
1.157727,1.814144,0.334372,-0.599719,-0.036349,0
0.217672,-0.91751,-0.268334,0.28776,-0.172848,0
0.169426,-0.395306,-1.569177,0.656111,-0.975725,0
-1.743,0.252628,-2.008073,0.37778,-0.309343,0
-0.659058,-0.399438,1.220376,1.274126,-0.972895,0
-0.670264,-0.419366,0.411583,-2.087642,0.993663,1
-0.012219,-0.397103,0.456791,-0.744902,0.880035,1
-1.407143,0.115778,-0.275957,-0.165359,-0.267309,1
-0.552375,0.339547,0.473201,-0.655564,2.046234,0
0.727464,-0.006167,0.335002,0.705957,-1.027903,0
-0.933463,-0.168177,-1.38982,0.220042,0.117215,0
1.446722,2.097895,0.2326,-0.502278,-0.478244,0
-0.081279,-0.681528,0.139145,0.237148,0.291258,0
0.36515,-0.319832,0.336406,-1.394483,-0.758376,1
1.146562,-0.356801,-0.642117,0.297252,0.418454,0
0.849371,0.997476,0.144452,0.086203,0.540727,0
0.674403,1.188478,-0.215986,-0.401458,0.547012,0
-0.16458,-1.394502,0.634723,-1.223564,-0.163166,0
-0.201127,-0.082476,0.509357,-1.995358,-0.518115,0
1.537599,-0.653128,0.474922,1.338411,-0.215675,0
-1.022995,-0.418946,-1.985028,0.770413,-0.705985,0
-0.463149,-0.38177,1.316867,-1.022498,-0.064805,0
1.589313,3.347103,0.208144,-1.121979,-0.270018,0
-1.585054,-0.129436,-1.131132,-0.431372,-1.171953,1
-1.160917,-0.036418,-1.453394,-0.329835,0.821683,1
-0.641872,-0.636346,-0.945569,1.092377,-0.626639,1
0.882313,1.747982,0.354924,-0.663047,0.121966,0
2.345498,-1.387003,0.045889,0.775405,-0.210926,0
-1.580258,0.194814,-1.159727,-0.09233,0.179547,0
1.10137,-0.949251,1.2968,1.93566,-0.10556,0
-1.400108,0.305493,-2.079654,0.254482,0.190322,1
1.808196,0.404852,-0.230405,-0.337074,1.246638,0
-1.360846,0.655858,-2.468877,0.507342,0.607465,0
-1.628302,-0.222291,-0.977269,-0.748467,-0.417086,0
1.100144,-1.770569,-0.000416,-0.457886,-0.495562,0
-0.212916,-0.479123,0.059154,-1.685428,0.044496,1
1.595368,2.276587,0.009999,-0.482799,-0.172133,0
1.187446,-0.365083,-0.971273,0.274409,0.482417,0
1.515424,-0.321248,0.027982,0.890472,0.139335,0
-0.858164,-0.037248,-0.682292,0.752534,0.174154,1
1.352109,-0.764585,-0.257816,0.295977,0.822889,0
-0.365511,-0.671503,-0.076911,-0.075579,0.189704,0
-1.907681,0.544988,-0.900292,0.653747,-0.524895,1
0.468112,-1.369157,-0.478671,-0.098328,-0.95714,0
1.355382,-1.031287,-0.241508,0.381516,0.60414,0
-1.304422,-0.462162,1.339941,0.905846,-0.983745,0
-0.823349,-0.728529,1.722914,-1.076697,-0.109208,0
1.233058,0.895484,0.578208,-0.594798,-0.691417,0
-1.601142,0.483611,-0.839638,0.77017,0.038353,0
-0.741526,-1.128996,-0.202735,-0.146936,-0.804328,0
1.56425,-0.355162,0.777647,0.460198,0.551134,1
-1.562484,0.699035,-2.318371,0.615414,0.472261,0
0.019188,-0.87478,0.17634,-0.986962,0.316309,0
-0.135671,-0.859401,-0.530322,-0.258183,-0.207397,0
-1.03579,0.276824,-0.271908,0.168222,0.813509,1
-1.563906,0.518486,-2.64497,0.249709,0.1038,1
-1.18738,0.223067,0.558358,0.407083,-0.002448,1
1.258587,-1.695811,0.886858,2.130296,-0.302204,0
-0.336868,-1.142113,-0.508248,-0.36892,-0.843955,0
1.330846,2.021129,-0.04258,-0.404761,0.103694,0
-1.66485,0.673998,0.809353,1.704182,0.147106,0
0.682755,-0.060139,2.866023,1.183112,-0.272469,0
1.933002,1.991846,0.328227,-0.015238,-0.598347,0
1.526338,-1.363613,-0.151407,1.095841,-0.079362,0
-0.186658,-0.901572,-0.664957,-0.183534,-0.389573,0
-2.220947,0.543397,1.783215,1.318171,-0.682091,1
-2.122281,0.590438,-1.170972,1.134614,-0.235473,0
0.384766,-1.763902,-0.702749,0.057837,-1.200611,0
1.341101,2.299749,0.315668,-1.334268,-0.749853,0
0.591555,0.368034,-0.550189,-0.269286,-0.120143,0
-0.582734,-0.772776,0.681753,-1.331027,0.317903,0
1.229722,-0.987522,0.003375,-0.57868,-0.94006,1
2.381454,-0.634108,-0.256379,0.283528,-0.562976,0
1.768685,-1.575448,0.118965,0.754081,0.126738,0
0.817403,0.677101,2.17216,0.496555,-0.215112,0
-0.8366,0.088641,-1.321378,-0.683855,0.978243,1
0.073366,-0.81379,-0.290229,0.002233,0.247187,0
-0.071899,-0.299122,-1.265267,-1.868918,2.017812,0
1.043291,1.088172,0.20166,-0.110706,-0.113202,0
-2.305678,0.627501,-2.253833,0.157289,-0.660442,1
0.943751,2.686308,0.297943,-0.631699,0.14304,0
-0.820829,-0.156082,-0.359768,-0.629242,-0.443399,0
0.371365,-1.469251,0.043224,0.533446,-0.785634,0
-1.962705,0.407932,-0.982049,0.858876,-0.292059,0
-1.287168,0.24846,2.806028,1.888377,-0.55485,1
-0.225278,-0.508726,0.225185,-1.45631,0.313611,1
0.795696,1.302269,-0.225268,-0.327094,0.27413,0
-1.204989,0.367173,0.538139,-0.408379,-0.853217,0
-0.323325,-1.138729,0.143343,-1.76927,0.021849,0
1.538105,-0.533154,-0.514187,0.394425,-0.014092,0
0.902027,0.274121,-0.068627,0.004263,0.822852,0
0.137823,-1.892941,-0.681779,0.143586,-1.108454,1
1.982436,-1.564652,-0.40374,0.563126,0.395911,0
1.97659,-1.715014,-0.404089,0.555035,0.105304,0
-0.815051,-0.892363,0.808357,-1.657089,-0.004226,0
-0.032388,0.580034,-0.218807,-0.59671,3.927334,1
-0.989365,-0.86168,0.976964,-1.988027,-0.054665,0
-1.175307,0.09593,-0.941025,-0.195781,0.163347,1
-0.110409,-1.13835,0.519816,-1.04367,-0.122613,0
-0.296911,0.767258,-1.288975,2.082991,1.35423,0
1.74228,-1.139941,-0.352836,0.394518,0.632366,0
1.755525,-0.781866,-0.084805,0.363371,0.216386,0
2.306129,-0.281774,-0.243447,0.098709,-0.505507,0
-1.316235,0.280204,-2.077717,-0.182412,0.430346,1
1.920231,-0.917236,-0.289818,0.290056,0.049509,0
-1.753461,0.287688,0.870915,0.067259,-0.470129,1
1.137126,1.843358,0.222265,-0.457783,-0.173621,0
1.352643,-1.759518,0.614903,1.973238,-0.269258,0
-1.107898,0.726927,-0.455137,-0.735444,-0.376455,1
-0.292262,0.70239,1.088193,0.322255,-1.201314,1
-1.358476,0.407571,0.211378,-1.392479,2.355556,1
-1.277733,0.417005,-1.861328,0.357765,0.51483,1
0.194809,1.578523,1.123974,-1.531293,-0.570448,0
-1.598828,0.266972,-1.569601,0.258381,-0.009968,1
-2.063096,0.681386,-1.201814,1.211502,-0.13923,0
-0.16635,-1.044088,-0.732667,-0.293065,-0.328506,1
-0.775855,-0.069954,0.245433,-0.567013,0.930579,0
0.211625,-1.435252,0.574617,-1.103321,-0.374301,0
-0.988728,-0.290725,0.785245,-1.5408,0.693048,1
-1.693216,0.671096,-2.189772,0.659038,0.260171,1
-1.555262,0.002501,-1.510435,-0.091777,-1.002471,1
-0.629363,-0.561043,1.250901,0.796166,-1.117683,1
0.457241,-0.861713,0.192792,-1.050912,-0.687977,1
1.635331,2.217369,0.17746,-0.812015,-0.494739,0
0.091486,-1.878149,0.223276,-1.204451,-0.79155,1
1.479298,-0.258377,-0.175214,0.130218,0.302415,0
1.293537,1.404719,0.201958,-0.251657,0.25369,0
-0.165465,-0.335301,0.769753,0.679498,-0.991089,0
-1.654044,0.094449,-0.793928,-0.835207,-0.036892,0
0.131196,-0.914875,-0.904491,-0.110344,-0.377794,1
-0.538653,-0.765314,-0.703493,-0.511763,-0.298821,1
1.44338,-0.38762,-0.518406,0.514863,0.187173,0
-1.643318,-0.332935,1.325199,0.872977,-1.087347,1
-1.586574,0.536728,-1.143423,1.219999,-0.152762,1
1.552577,-0.305425,0.134549,0.341668,0.228902,0
1.649448,0.045823,-0.042004,0.176425,0.249616,0
1.654804,-0.023497,-0.169745,0.099944,0.221837,0
1.461258,-0.93574,-0.854912,0.614151,0.206147,0
-1.697255,0.703379,0.380928,2.121693,-0.199635,1
1.075788,1.819255,-0.078097,-0.4163,0.386884,0
0.706911,0.297752,-0.448353,-0.177503,-0.373093,0
-0.999736,0.588598,1.506302,2.079961,0.475976,1
1.767186,-0.610051,-0.126202,0.842094,-0.290163,0
1.352706,1.734411,-0.06972,-0.287849,0.029315,0
-1.769214,0.501597,1.915501,1.219765,-0.761758,1
1.228883,-0.724782,-0.264866,0.314948,1.467415,0
-1.646386,0.162769,-0.959739,0.826417,-0.615346,1
-1.116117,-0.849807,2.657319,-0.824702,-0.327875,0
-1.688647,0.538812,-2.107694,0.570185,0.218828,1
-0.618723,0.096118,1.215521,0.850147,0.699194,1
-0.953866,-0.932146,1.023632,-2.017814,0.065149,0
1.303186,0.469148,-0.253687,0.120312,0.208409,0
2.174432,-1.959011,-0.428897,0.609731,0.014804,0
-2.088398,0.114762,1.303365,0.918605,-0.895502,1
1.659028,-1.666636,-1.235687,1.285501,-0.378282,0
-0.10226,-0.304109,-0.744056,0.65606,1.259031,0
-0.616139,-0.828626,0.361064,-1.787182,0.100689,0
-1.65316,0.34644,-2.677597,0.101438,0.74914,1
0.153375,-0.546416,0.683481,0.664273,-0.746495,1
0.950039,1.670638,-0.130635,-0.511938,0.171113,0
-0.237056,-0.73343,-0.397406,-0.13651,0.077724,0
1.250798,-0.7299,-1.504149,1.127437,-0.482728,0
-0.822622,-0.207913,1.522203,-1.27035,0.35328,1
-1.995881,0.447528,0.629945,0.495935,-0.462461,0
-0.553471,-0.29945,-0.433482,0.428958,0.16965,1
-1.967779,0.748407,-1.374549,1.533956,-0.043814,1
0.346736,-1.092544,0.253518,-1.190101,-0.771196,0
-1.565294,1.247114,1.200239,1.429799,-0.655653,1
0.938402,-0.900516,0.09477,-0.744162,-0.42291,1
0.744502,0.347418,-0.40953,-1.264494,3.437163,1
-1.781546,0.019151,0.699775,1.022021,-0.031247,1
-1.430759,0.643439,0.754755,0.897849,-0.032637,0
-1.211609,0.666312,-1.632181,0.033168,0.066965,1
0.374375,0.339299,0.19182,-0.159441,0.815207,0
1.646814,-1.450433,-0.835257,1.095925,0.102516,0
-1.054943,-0.158827,1.645245,0.68611,-0.839454,1
-1.582971,-0.413199,1.730979,-1.72864,-0.345306,1
0.754959,-0.359284,1.083231,2.040309,0.494163,0
-0.269203,-1.455643,0.31764,-1.892965,-0.632492,0
0.679425,0.666192,0.079335,0.130485,0.803749,0
0.722594,0.668208,-0.058361,0.084871,0.759389,0
-1.30327,0.131205,-2.271538,0.507321,0.099306,1
1.577043,-0.521119,0.065342,1.134384,-0.262563,0
1.542792,-0.675166,-0.24208,0.272367,0.54713,0
1.931916,2.272502,0.09299,-0.595077,-0.317812,0
1.473927,-1.253041,-0.281339,0.337132,0.756644,0
-0.834083,0.138924,-1.841275,0.369657,-0.798006,1
0.349287,-0.56772,2.701336,0.860745,-0.223434,0
-1.117016,-0.185893,-0.705203,-0.483345,-0.145036,1
-0.552194,-0.666444,0.354578,-1.659255,0.172408,0
-1.395384,0.647556,-0.941882,1.087233,0.517745,0
0.634681,1.587633,-0.112737,-0.429577,3.470387,0
0.340065,-1.266614,-1.03343,0.312443,-0.97496,1
1.314552,0.43977,1.139267,1.434231,-0.431825,0
1.621166,-1.656525,-0.949399,1.038975,0.010715,0
1.099146,2.716121,0.067391,-0.57896,0.385143,0
-0.009154,-0.368867,0.207214,0.169305,-0.389311,0
2.160536,-0.042901,-0.236026,0.063223,-0.260799,0
0.679472,0.436335,0.131081,0.084055,0.996486,0
-0.474796,-0.253938,-1.419207,0.066111,-0.993186,1
-1.442657,0.334734,-1.719973,0.116652,-0.272608,0
1.189232,0.884211,0.576175,-0.594596,-0.65183,0
0.68813,-0.075586,-0.275585,0.106825,-0.831188,1
2.352273,2.471053,0.085381,-0.666273,-0.759606,0
-1.319973,0.540467,-1.802302,0.325642,0.555331,0
0.935786,1.271894,0.11009,-0.075799,0.468231,0
1.555129,1.921052,-0.009271,-0.34444,-0.093142,0
-0.545219,-0.852303,1.205296,-1.059079,-0.276777,0
1.203855,0.556288,0.475963,-0.59183,-0.712182,0
-0.459602,-1.363758,0.766823,-1.314546,0.540995,0
0.131431,-1.609428,0.183867,-1.60376,-0.689671,0
1.410979,3.188839,0.238586,-0.596685,0.03959,0
-0.986115,0.125471,0.542305,-0.188311,-1.042685,1
-0.364101,-0.347243,0.450115,-1.965681,-0.630077,1
-0.660057,0.293865,-1.4975,-0.53205,1.292173,0
1.324961,1.680383,-0.072202,-0.266336,0.062927,0
0.116555,-0.965514,-0.313942,0.066637,0.174337,0
1.313095,-1.117602,-0.588721,0.728863,0.324036,0
1.627268,0.768851,-0.346282,0.141895,-0.119262,0
0.729207,0.864704,0.126067,0.123346,0.664958,0
-1.466911,0.58712,0.977673,1.826118,-0.312095,1
-1.412597,0.472364,-1.752964,0.650235,0.202177,0
1.272216,3.06087,0.031639,-0.906255,-0.149429,0
0.498973,0.620005,0.174984,-0.065936,0.451468,0
-0.752771,0.207107,-0.290562,0.2353,0.713785,0
-0.823753,0.669504,-0.372857,-0.884675,-0.383886,1
-0.379896,-1.13022,0.114837,-1.752409,0.003365,0
0.700852,-0.714455,-0.463333,0.01587,-0.216894,0
0.375275,-1.210563,0.085327,0.345795,-0.798878,0
1.683094,-1.607229,-0.329396,0.489463,0.545157,0
2.030373,-1.718532,-0.455799,0.402629,0.108942,0
1.699737,0.886921,0.159281,-0.084579,-0.099472,0
-0.641717,-0.794618,0.373845,-1.798931,0.144776,0
-1.200391,0.19497,-0.658442,0.615555,0.164008,1
1.183209,1.814272,-0.06921,-0.839863,-1.076124,0
-1.595298,0.255371,-0.692788,0.552833,0.026618,1
0.7891,2.510886,0.06922,-0.681516,0.253006,0
1.565726,-1.131889,-0.652235,0.730538,0.069342,0
0.241195,-0.796447,-0.276795,0.102781,0.364256,0
1.520106,-1.066041,-0.070139,-0.430657,-0.946865,0
-1.288063,0.512216,1.005301,1.358986,0.215649,1
-1.243206,-0.254939,-1.444475,0.055022,-0.619223,1
-0.265954,-1.018643,-0.304629,0.143288,-0.640138,0
1.631665,-1.741705,-0.375923,0.494486,0.491459,0
-0.071494,-0.893089,-0.426948,-0.374426,-1.134739,1
-1.291232,0.512751,-0.811246,0.84896,0.301408,1
-0.442073,-0.932977,0.188418,-1.350908,0.931631,0
-1.169616,0.145739,-1.641503,-0.169136,0.30835,1
-1.718178,0.910291,0.991658,2.16845,0.07929,1
0.917507,1.872096,0.624788,0.014105,-0.564483,0
1.652351,-1.516741,-0.32983,0.476918,0.585707,0
-1.812851,-0.26761,-0.132073,-0.487443,-0.468239,0
-2.378788,0.018486,0.709786,0.043333,-0.907885,1
-1.621718,-0.058386,-0.335809,-0.072735,-0.222197,0
0.401994,-0.029364,0.689184,0.9797,-0.847988,0
-1.054429,-0.798648,2.77348,-0.645188,-0.312161,0
-1.919232,0.28733,0.694244,0.1598,-0.28489,1
-1.952569,0.674088,0.436,1.550449,-0.287792,0
0.487997,-1.600073,0.042159,0.470477,-0.520126,0
-1.050171,0.267836,0.880746,1.151488,0.544208,0
-0.498754,0.216287,0.528703,-2.307373,-0.583447,1
1.33676,-0.48238,-0.260321,0.17905,0.872731,0
-0.14456,-1.076079,0.889639,1.13809,-0.817271,1
-0.39541,-0.45272,-0.43068,-0.211181,0.182702,0
-0.057924,-0.999689,-0.161155,0.456111,2.248063,0
1.662805,-0.785144,0.141097,0.588864,0.465626,0
-0.267588,-0.35424,-0.375803,-0.103779,0.201809,0
0.487713,-0.040514,0.604081,0.921035,-0.689746,0
0.305358,-0.447655,0.555369,-0.437437,0.229077,0
-1.681234,0.067288,1.11707,1.058874,-0.881344,1
1.334156,1.374389,0.140735,-0.041676,0.013632,0
0.102298,-1.911072,0.203852,-1.205189,-0.822945,1
1.510657,-1.620956,1.775637,1.531945,0.200677,0
0.011224,-0.424141,0.320002,-1.697931,-0.75425,1
-0.632165,-0.793938,1.276333,1.31652,-0.825984,1
-0.568105,-0.6195,0.334427,-1.674892,0.226982,0
-1.634548,0.719741,0.383428,2.063439,-0.029516,0
1.620497,-0.476522,0.076752,0.369479,0.088136,0
-1.382147,0.224393,-2.020506,0.532484,0.073776,0
1.218496,-0.510799,-0.216055,0.261075,0.872359,0
0.820779,0.058702,3.074864,1.776461,0.382518,0
-0.091692,-0.823915,0.103076,0.206587,0.034551,0
-0.828768,-0.581062,-0.326144,-0.428719,0.050301,0
-1.85229,0.853323,1.601694,2.973247,-0.644036,1
-0.699339,-0.664501,-0.362536,-0.329678,-0.026759,0
0.822885,1.718867,0.148635,0.194409,-1.149832,0
0.598568,0.99624,-0.281479,-0.365588,0.557608,0
-1.198916,-0.384767,2.490024,-1.073648,0.079418,1
1.209176,-0.363162,0.099166,0.39148,0.693617,0
-1.919336,0.467527,0.515023,0.757068,-0.233307,0
1.267188,-1.285423,0.546217,2.002136,-0.265015,1
1.65386,-0.679563,-0.535578,0.567004,-0.114267,0
-1.513941,0.520337,-2.11842,0.502066,0.084609,0
-1.347325,-0.307642,-1.467771,0.02293,-1.089584,1
0.93255,0.171568,0.300371,1.165279,0.101665,0
0.498363,2.117199,0.385529,-0.611362,0.84938,0
-1.376161,0.500208,-2.278168,0.644235,0.321744,0
0.146694,-0.406169,0.946217,-1.314217,1.673768,1
1.930921,2.64042,0.124493,-0.72404,-0.35294,0
-0.685307,2.580997,-1.727377,0.561307,1.538971,0
-0.119662,-0.157874,-1.420225,0.469606,-0.928553,0
-0.459768,-1.250623,-0.658543,-0.387775,-0.992097,0
-0.858105,0.263729,1.441362,1.532143,0.548686,1
-1.204918,0.223367,1.987782,1.216422,0.150624,1
0.956566,1.190423,-0.242999,-0.390442,0.182367,0
0.668027,-0.56978,2.259746,0.897634,-0.368706,0
-1.431962,0.64646,-0.904585,0.960217,0.300755,1
0.64195,0.255862,0.170314,0.10973,0.050762,0
-1.673638,0.164086,0.907268,0.445331,-1.070378,1
-0.374847,0.031875,-0.648406,-1.624077,1.646299,1
-1.231686,-0.528897,1.736628,-1.62878,0.02599,1
1.104967,1.928546,-0.025138,-0.519028,-0.135501,0
-1.003867,0.466709,1.607112,1.194606,0.746674,0
0.939506,-1.368671,-0.036489,-0.578153,-0.404342,0
-1.039274,0.519688,1.221606,1.482913,0.721188,0
1.505654,1.935283,-0.050442,-0.372606,-0.07938,0
1.833785,-0.164894,-0.073583,0.675207,-0.411445,0
1.022181,2.967649,-0.039941,-0.720726,-0.048238,0
0.432127,-0.956422,0.364556,-0.185043,0.194244,0
0.563608,0.22592,-0.263755,-0.149146,0.319398,0
-1.400535,0.094536,1.868479,0.831719,-0.770008,1
-0.890649,-0.830274,0.446919,-1.965716,0.251144,0
-0.690751,0.204566,-0.328086,0.354526,0.880485,1
1.317878,-0.987536,-0.090253,1.041719,0.193381,0
-0.13583,-0.358968,-0.037613,-1.716533,0.582239,1
-0.925742,-0.135945,-0.471302,-0.821527,-0.273205,0
1.779182,-1.245943,-0.347469,0.487276,0.705486,1
1.578063,-1.365316,-0.748433,0.726734,0.029939,0
-1.725668,0.526938,-1.220485,1.282465,-0.303184,1
1.252991,-1.177837,-0.754856,0.930947,0.279319,0
-1.027516,0.501947,-0.471427,0.451727,0.733962,0
0.576254,-1.716966,-0.749853,0.134037,-0.46666,0
-0.284895,-0.733311,0.161673,0.043314,-0.427014,0
-0.877165,-0.697705,0.995331,-1.854209,0.555673,0
1.294222,-0.598039,-0.671028,0.541629,0.203805,0
1.00918,1.740904,-0.071558,-0.390022,0.459304,0
1.823781,-0.162867,-0.074955,0.673063,-0.4071,0
-0.505436,-0.118532,2.215115,0.405081,0.711408,1
-1.146977,0.269561,-0.328471,0.202618,0.666819,1
