0.381f02+0.378f03+0.346f07+0.336f05+0.336f08...,0.907f09-0.255f06-0.229f07+0.166f05-0.142f01...,-0.863f01+0.425f04+0.195f07+0.125f08+0.106f05...,-0.535f06-0.465f04+0.448f08+0.392f05-0.249f09...,-0.671f05+0.649f08+0.251f07-0.137f02+0.128f09...,class
-1.237762,-0.370573,0.82004,-0.478307,0.12616,1
4.006141,-0.969476,1.240747,1.198823,0.741635,-1
-1.784382,0.0498,0.343225,0.088192,0.079386,1
2.918457,0.121722,1.333877,-0.221811,0.456466,-1
-1.897648,0.011294,-0.784265,-0.189105,0.24397,1
3.05032,-0.447872,-0.709706,-2.454772,-0.377872,-1
0.715732,-0.557791,-0.079352,-0.724718,-1.522388,-1
-1.351902,-0.13785,-0.262125,-0.066261,0.045388,1
4.096681,-1.512375,0.058126,0.511275,1.034613,-1
-1.711336,0.042722,-0.349783,0.019987,0.021471,1
-1.459395,-0.087262,0.044316,-0.029907,0.022877,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-2.185679,0.119549,0.521625,-0.048193,0.256862,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
3.804583,2.365101,-0.792584,-0.615587,1.746268,-1
1.499664,-0.55101,-0.634558,1.425854,0.480374,1
2.79323,-1.030606,-0.769079,-0.512641,-1.681066,-1
-1.805514,0.005822,0.499532,-0.460293,-0.285593,1
-1.853274,0.136821,-0.42991,0.024491,-0.081467,1
2.741899,-0.812489,2.176776,0.775367,0.83404,-1
-1.441359,-0.180673,0.043222,-0.325946,0.015003,1
-1.595694,-0.10648,0.286636,-0.451169,0.414508,1
6.915624,3.635874,1.099915,-0.328797,-0.139507,-1
-1.67689,-0.000788,0.036784,0.051838,0.101898,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-1.590529,-0.095355,-0.113349,-0.533001,-0.24057,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.710893,0.155845,-0.113467,0.194278,-0.193725,1
-1.366795,-0.113935,-0.226037,0.013583,0.302956,1
-1.569398,-0.051377,-0.269657,0.015484,0.124409,1
-1.745781,0.086232,-0.736351,-0.011863,-0.058956,1
4.607606,-0.301499,1.543513,-0.412833,0.992164,-1
2.658664,-1.190183,1.061917,0.404606,0.20013,-1
4.182297,0.013652,0.78801,-0.375643,-1.21749,-1
-0.405957,-0.443872,-0.749628,-0.138603,-0.257852,-1
3.744771,-1.250591,1.186665,-0.085708,0.305466,-1
-2.083191,0.217895,0.491942,-0.014909,-0.18315,1
-1.471966,0.051259,-0.468083,0.197994,-0.186785,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.745781,0.086232,-0.736351,-0.011863,-0.058956,1
3.588455,0.798033,0.936988,-0.285903,0.502103,-1
0.803692,-0.031008,1.579478,-0.215605,-0.57785,-1
2.549356,-0.780578,-1.647765,-0.654066,-0.317814,-1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-0.359612,-0.035629,-2.315238,-0.956379,-0.122774,-1
-1.077938,0.057502,0.049822,0.238453,-0.755167,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.461906,-0.101965,-0.576097,-0.02087,0.146921,1
-1.74323,0.144954,-0.388821,0.171051,0.131227,1
-1.461906,-0.101965,-0.576097,-0.02087,0.146921,1
-1.67689,-0.000788,0.036784,0.051838,0.101898,1
2.07329,-1.277751,-0.873641,-0.176395,0.626304,-1
-1.586399,0.02694,-0.344782,0.086704,-0.023402,1
-1.90671,0.165967,0.556814,0.186884,-0.08117,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
0.577248,-0.935901,-1.416168,-0.65085,0.126723,-1
-1.909436,0.041512,0.744323,-0.666377,0.095312,1
-2.327617,0.213648,0.441498,-0.043689,0.153924,1
3.146979,-0.477387,-0.020684,-1.519359,-0.175981,-1
-1.781831,0.108522,0.690755,0.271106,0.269569,1
-1.584233,0.014201,-0.362508,0.077821,-0.013635,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
3.69297,2.462641,-1.672083,0.080115,1.610359,-1
4.657624,-1.479211,1.196809,-0.082846,0.906017,-1
-1.569398,-0.051377,-0.269657,0.015484,0.124409,1
-1.891875,0.100389,0.649665,0.124546,0.056875,1
-1.784382,0.0498,0.343225,0.088192,0.079386,1
3.037736,-0.990464,-0.94428,1.089029,0.858657,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
3.41354,0.212967,-0.792432,-0.976527,1.199572,-1
2.413829,-0.513041,-0.255528,-0.081173,1.158104,1
2.315367,-1.083409,1.67585,-0.379229,0.27551,-1
-1.936249,-0.025138,0.295311,-0.08905,0.382312,1
3.319345,-0.582109,-1.388167,1.6265,-2.719901,-1
-1.853274,0.136821,-0.42991,0.024491,-0.081467,1
2.27658,-0.952834,-0.932857,1.669676,1.79077,-1
1.756777,-0.776266,2.463463,-1.283451,0.251787,-1
-1.336336,-0.082131,0.028109,-0.310281,0.134093,1
4.753003,-1.588634,1.776539,-0.082911,1.024015,-1
-1.585766,0.062557,0.254422,-0.269424,0.008644,1
-1.784382,0.0498,0.343225,0.088192,0.079386,1
4.163215,0.329713,1.132265,-0.311398,-1.371829,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.711336,0.042722,-0.349783,0.019987,0.021471,1
-2.023884,0.363524,0.537325,0.310795,-0.451928,1
-1.65728,0.02128,0.3305,0.146026,0.04428,1
2.362807,-1.471546,-1.956871,-0.383033,-0.77497,-1
-1.950148,-0.060335,0.528063,-0.425976,0.169968,1
3.815893,2.530762,0.929227,-0.878964,-1.51834,-1
6.494146,1.711282,1.319176,-0.257322,0.449191,-1
1.893585,-1.14164,0.980266,-1.562635,0.907737,-1
-2.185679,0.119549,0.521625,-0.048193,0.256862,1
-1.222724,3.229925,0.285773,-1.373428,0.536532,1
3.027265,-1.043608,1.652856,-0.22672,-0.57668,-1
-1.603844,-0.007867,-0.656224,-0.016367,0.043982,1
-1.584331,-0.071479,0.039314,-0.096624,0.06775,1
1.862982,-0.622747,0.978895,-1.941714,-0.571111,-1
-1.661251,0.155119,0.531039,-0.009154,-0.573928,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-0.597831,0.05473,0.287423,1.15315,0.737592,1
-0.133009,0.81693,-0.559613,0.111694,0.189817,-1
-2.043741,0.02545,0.601752,-0.052696,0.359801,1
-1.779608,0.137446,0.54409,0.244718,-0.116276,1
-1.022778,-0.47175,0.207158,-0.551015,0.171183,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
4.304777,-0.747431,-0.673239,2.789651,0.165577,-1
-1.711336,0.042722,-0.349783,0.019987,0.021471,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-1.487313,-0.023244,-0.507342,-0.179249,0.048825,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
2.954552,-1.132318,1.067942,-0.752693,-0.678512,-1
1.657293,-0.099211,-0.929572,-0.461415,-0.285359,-1
-1.891875,0.100389,0.649665,0.124546,0.056875,1
2.256075,-0.511684,-0.378077,1.500065,0.997477,-1
1.544569,-0.606133,-0.064306,0.355313,-1.576871,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.951727,0.222621,0.331854,-0.065684,-0.121648,1
3.100934,-1.593935,-1.152137,0.127905,0.845037,-1
-1.745781,0.086232,-0.736351,-0.011863,-0.058956,1
-2.327617,0.213648,0.441498,-0.043689,0.153924,1
3.348799,-1.282585,1.763479,-0.405836,0.316086,-1
0.52155,0.28682,1.06991,1.806442,-0.011236,1
2.291853,-1.378787,-1.22325,-1.024408,-0.840501,-1
2.579737,-0.30285,-1.778654,2.657715,-0.286116,-1
-1.666962,0.168249,0.004571,0.233583,-0.303966,1
-1.667851,0.034423,0.492107,-0.074691,0.084228,1
-1.495908,0.054668,-0.726348,0.12157,-0.148702,1
-1.442296,-0.079897,-0.282381,0.073318,0.089303,1
4.204588,-1.078243,-0.567056,1.352488,-0.259381,-1
-1.950148,-0.060335,0.528063,-0.425976,0.169968,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
1.325509,-1.090555,-1.362233,-1.681928,0.05887,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.92632,0.143899,0.263098,0.092695,-0.023552,1
3.86655,-0.651938,1.088732,0.767997,-1.597471,-1
4.09383,-0.215278,1.075416,-0.913705,-0.024461,-1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-1.441359,-0.180673,0.043222,-0.325946,0.015003,1
1.792999,-0.699398,-1.537756,0.587791,0.190295,-1
-1.420232,-0.084789,0.760687,0.175976,0.303254,1
2.065286,-1.152681,-0.214624,-0.033808,0.828626,-1
-1.060052,-0.266234,0.005049,-0.152443,-0.090315,1
-1.63014,-0.06297,-0.099932,-0.48302,0.334081,1
-1.942688,0.257832,0.787177,-0.192212,-0.139318,1
1.422872,-1.353008,-1.891714,-0.765358,0.273262,-1
-2.185679,0.119549,0.521625,-0.048193,0.256862,1
-0.705314,0.21293,-0.388994,-0.460863,-0.210503,1
-1.92632,0.143899,0.263098,0.092695,-0.023552,1
-2.043741,0.02545,0.601752,-0.052696,0.359801,1
-1.781774,0.150185,0.561816,0.2536,-0.126043,1
3.792855,0.639118,0.253221,-1.12345,-0.659757,-1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
4.393211,2.453041,1.299578,-1.147713,-0.440114,-1
4.046406,-1.30366,-0.531559,1.045403,1.320585,-1
-1.01658,-0.447874,0.359822,-0.114638,0.479503,1
-1.853274,0.136821,-0.42991,0.024491,-0.081467,1
-1.512733,0.027565,0.629218,0.306931,-0.058211,1
3.279863,-1.176413,-0.289955,0.006716,-1.677697,-1
-1.652505,0.108926,0.531365,0.302552,-0.151382,1
-0.091047,-0.425355,-1.084467,0.17162,0.061772,-1
-1.891875,0.100389,0.649665,0.124546,0.056875,1
3.840856,-0.304833,-0.581245,-0.157005,0.609652,-1
-1.853274,0.136821,-0.42991,0.024491,-0.081467,1
-1.891875,0.100389,0.649665,0.124546,0.056875,1
-0.135136,-0.26959,0.856053,-0.096619,0.510096,-1
-1.639179,-0.098182,-0.555255,-0.356491,0.35175,1
3.728171,-0.567335,0.558759,0.779984,0.503903,-1
-1.789387,0.198735,0.619982,0.15783,-0.383137,1
-1.336336,-0.082131,0.028109,-0.310281,0.134093,1
2.102376,0.772013,0.194481,2.272954,1.03535,-1
-1.675814,0.147951,0.872305,-0.129999,-0.081253,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
3.34337,0.619824,0.148411,0.532033,1.243841,-1
-1.461906,-0.101965,-0.576097,-0.02087,0.146921,1
-1.745781,0.086232,-0.736351,-0.011863,-0.058956,1
-0.879471,-0.160067,-0.08266,-0.21402,-0.153184,1
-1.970694,0.018372,-0.091256,-0.120901,0.301885,1
-1.805514,0.005822,0.499532,-0.460293,-0.285593,1
-1.491577,0.029191,-0.7618,0.103805,-0.129168,1
-1.899939,0.723327,0.517927,-0.01594,0.02828,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.14926,-0.15639,-0.491389,0.123789,0.538162,1
-1.226375,-0.28185,-0.569659,-0.398654,0.060026,1
-1.594805,0.027345,-0.200901,-0.142895,0.026313,1
1.462742,-0.549776,0.299693,-0.60213,-1.682915,1
6.702196,3.498811,-0.700535,-0.158304,0.136001,-1
3.817911,-0.166592,0.615617,2.51515,0.357151,-1
2.886402,0.869578,0.095892,-1.681734,0.618013,-1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.970694,0.018372,-0.091256,-0.120901,0.301885,1
-2.068258,0.237998,0.182971,0.097199,-0.12649,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
4.111141,-1.096378,0.309615,1.684912,0.998523,-1
-1.521139,0.027971,0.773099,0.077332,-0.008495,1
-1.726171,0.1083,-0.442635,0.082325,-0.116573,1
-1.198317,-0.096353,0.491916,-0.031884,-0.074772,1
-1.92632,0.143899,0.263098,0.092695,-0.023552,1
1.075996,-0.013096,0.828858,1.475147,-0.579977,1
-2.068258,0.237998,0.182971,0.097199,-0.12649,1
-1.923712,0.244283,0.481689,0.258104,-0.228981,1
4.2653,-1.030922,-0.57333,1.285698,-0.990655,-1
-1.259903,-0.345734,-0.089811,-1.076866,0.197489,-1
3.319345,-0.582109,-1.388167,1.6265,-2.719901,-1
4.260828,-1.266224,1.379158,0.371269,0.540634,-1
-1.349639,-0.064908,-0.681673,0.099302,-0.02623,1
-1.67689,-0.000788,0.036784,0.051838,0.101898,1
2.176472,-0.694825,-0.436141,-1.188174,1.075152,-1
1.629861,-0.932975,0.400602,-1.039013,-0.523875,-1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.182494,0.057575,-0.304591,0.388497,-0.406308,1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
1.618309,-1.130422,-1.236826,-0.401298,0.396585,-1
-1.618679,0.057711,-0.749075,0.045971,-0.094062,1
-1.598741,0.109576,0.038836,0.349462,0.424348,1
1.647119,-1.468024,-0.586549,-1.150756,-0.093847,-1
-0.866472,-0.216274,-0.289836,-0.821344,-0.226853,1
-1.391404,-0.09005,-0.817436,0.051114,0.093779,1
1.93579,-0.434716,0.114827,1.181346,-0.368536,-1
3.495317,-1.555249,-0.983082,0.118294,1.252307,-1
5.022755,2.436948,0.08279,-0.031064,-0.07514,-1
5.272829,0.851988,1.243749,-0.109081,0.570187,-1
5.036596,2.235399,-0.385563,0.415203,-0.67983,-1
0.882728,0.2269,-0.119062,2.206872,-0.882206,1
3.691789,-1.014551,-0.191274,0.234007,-2.387449,-1
3.044999,-1.11834,-0.252489,-1.34488,-0.399261,-1
1.629554,0.319297,-1.221073,-0.397452,-0.133853,-1
-1.207701,-0.159006,-0.601546,0.094798,0.076709,1
-1.818828,0.09331,-0.043343,0.056341,-0.001041,1
-1.775344,0.085012,0.798548,-0.038337,0.061717,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
-1.891875,0.100389,0.649665,0.124546,0.056875,1
3.315423,0.733727,-0.561759,2.018722,-0.074268,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
-1.594805,0.027345,-0.200901,-0.142895,0.026313,1
-2.068258,0.237998,0.182971,0.097199,-0.12649,1
-2.17575,0.288586,0.489412,0.133553,-0.149002,1
2.362605,-0.259308,-0.73188,0.753751,0.390354,-1
3.492719,0.860864,0.366478,2.857837,-0.11195,-1
-1.90671,0.165967,0.556814,0.186884,-0.08117,1
3.233238,-0.952776,-0.726484,-0.668279,1.541167,-1
-2.033813,0.194487,0.569538,0.129049,-0.046064,1
