-0.348f32-0.348f34-0.32f40-0.317f36-0.312f31...,0.273f21+0.252f56+0.248f23+0.236f53+0.235f09...,-0.445f56-0.372f57-0.292f50-0.285f55+0.248f19...,0.403f43+0.395f37+0.304f39-0.295f22+0.245f41...,'0.535f42+0.332f12+0.31 f29+0.27 f05-0.256f22...',class
0.887162,0.569184,0.378389,-0.132204,0.015388,1
1.340143,3.264011,1.563573,0.42364,0.815936,1
-0.712734,-3.075961,-3.611739,3.448608,-0.952105,0
0.863882,0.66008,0.398044,-0.058147,0.022888,1
-0.062662,-0.129207,-1.119467,-0.329122,0.220528,0
0.856255,0.757769,1.524026,0.246019,-0.240969,1
0.863399,0.485923,1.125351,0.244888,-0.650533,0
0.721924,0.478597,1.180385,-0.0913,-0.311819,0
0.28537,-1.372912,-0.040628,0.37293,0.701857,0
-0.393639,0.274201,-0.694355,-0.655824,-0.508147,1
0.344955,-1.527718,0.095809,-0.649487,-0.358267,0
0.610165,0.64357,0.979836,-0.296259,1.150701,1
0.205309,-0.621389,-1.746485,-0.31268,0.259927,0
0.212984,-1.218515,0.153022,-0.549371,-0.218058,1
1.070745,0.679187,1.444567,0.616095,-1.184101,1
1.888557,4.540686,2.860353,1.300292,0.218089,1
0.981831,2.180777,0.803784,-0.368048,0.808586,1
1.064638,1.049325,1.404772,0.165308,0.115479,1
0.554541,1.223565,-0.284331,0.527637,-0.992145,1
0.636182,-0.017187,-0.283943,-0.270989,-0.032738,1
0.737824,-0.305774,1.303135,-0.59429,0.478963,0
1.118466,1.37181,0.89127,0.044487,0.048559,1
1.064699,0.974125,1.35217,0.227848,-0.351525,1
0.654833,-0.191168,0.672074,-0.425757,-0.387029,1
-4.307525,-1.342879,-0.22965,-0.219981,-0.403037,0
0.460016,-1.272397,0.425424,-0.472971,-0.504984,0
1.053747,0.929935,1.656919,-0.268026,0.412134,1
0.344574,-1.530463,0.100807,-0.647594,-0.3596,0
-0.09269,-1.161566,-0.888758,-0.693529,-0.261511,0
0.368035,-1.094949,-0.940159,0.551906,-0.660904,0
1.167647,1.768661,-0.298805,0.274139,-0.274934,1
1.297851,2.001203,1.797609,0.587988,-0.529363,1
0.698001,0.097511,-0.010102,-0.263084,-0.146744,1
1.096276,4.47363,-2.154382,1.562214,-0.228071,1
1.397948,2.873152,0.24321,0.399135,-0.501926,1
1.402411,0.90456,3.483538,2.278503,-1.536196,0
0.969191,-0.464183,1.488223,0.903482,-1.802919,0
1.755091,4.95576,-0.678281,1.862242,-0.028394,1
0.781805,0.385176,0.825827,0.977337,-0.05867,0
0.569113,-1.034948,0.754403,-0.299197,-0.648176,0
0.919058,0.29945,0.726205,0.133902,-1.085061,1
0.391338,-0.909079,-0.735789,-0.727474,0.049713,1
0.582216,-0.981004,0.701823,-0.34452,-0.690354,0
0.833268,0.413424,-3.442229,-4.347961,-2.613222,1
1.103005,1.338313,0.127994,-1.564066,1.855931,1
0.934432,3.647101,-0.117161,1.798598,-0.297183,1
-0.215463,-1.885408,-1.190338,2.315105,1.037811,0
-5.201464,0.358655,0.70447,-1.050893,0.365546,0
0.853163,3.915949,-0.804752,2.171335,-0.021681,1
-0.031325,-0.455469,-0.348058,-0.232437,0.127768,0
0.612193,-0.70607,0.0578,-0.125399,-0.837892,0
0.716078,0.065746,0.650119,0.172671,-0.157285,0
0.289207,-1.764894,-0.570418,-0.045272,3.935184,0
0.1854,-1.091545,-0.09813,-0.69009,0.150748,1
-2.939514,-0.96607,-1.064488,0.663669,0.041255,0
0.656424,-0.114006,0.221143,-0.154421,-0.641673,0
-0.35492,-0.520836,0.608086,-0.696638,-0.061444,0
1.544864,2.971403,0.870947,0.716388,-0.031231,1
0.953591,1.683391,-0.161781,1.450123,-0.593911,0
0.460431,-0.832297,-0.158259,-0.325147,-0.341194,0
0.950132,0.195562,0.811031,-0.397611,-1.016288,0
0.447192,-0.139501,0.297431,-0.158217,-0.388874,0
0.76599,-0.328426,0.554345,-0.108645,-0.413918,0
1.269545,3.23499,1.391633,0.445926,0.673822,1
-1.947652,-0.368704,-0.108289,-0.101633,-0.482406,0
0.852186,0.063084,1.571663,-0.467452,0.988433,1
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
1.108044,1.3432,0.089212,-0.036197,-0.601336,1
0.989893,2.491458,-6.005865,-2.271616,0.365246,1
-0.747015,-1.021078,-0.168855,-0.479232,-0.590222,1
-0.155538,-2.635028,-2.711324,3.835973,1.28108,1
0.13137,-0.679485,-0.144734,1.124552,0.048341,0
0.063197,-1.480972,0.007938,-0.551705,0.646963,0
0.633536,-0.779632,-0.412796,1.457371,-0.887697,0
1.427086,5.896983,-3.214066,-0.058382,1.131639,1
-0.717295,-0.5553,0.18761,-0.040719,-0.516675,0
0.431138,-1.564349,0.206091,1.276169,-0.578723,0
1.327173,3.548091,-1.349058,0.860329,-0.209628,1
0.778533,1.243995,1.462515,0.165138,-0.111158,1
0.347924,-1.581405,-0.175201,-0.902496,-0.63271,0
0.374938,-1.006207,0.333764,-0.580329,0.341615,0
0.299784,-0.277906,-1.25504,-0.490533,0.034076,0
-4.087275,-0.279797,-0.030128,0.573219,1.285145,0
-0.573191,-0.240875,0.202273,2.131605,-1.092167,0
1.603405,4.270119,-2.699616,-0.416414,0.280536,1
-0.090067,-1.224627,0.02751,-0.728497,1.87005,0
-1.758652,-2.033134,-0.719027,-0.136376,0.205543,0
-22.265735,4.351131,1.937518,-1.171429,-1.552062,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
-4.272622,0.150344,0.043248,2.077502,-0.396509,0
1.992871,5.198224,0.207046,1.282619,-0.069825,1
0.357687,-1.426749,-0.275554,-0.713836,-0.247389,0
0.757376,0.26765,0.333043,0.53596,-0.628317,0
1.167273,2.852058,-0.712112,0.651061,-0.05466,1
-0.168867,-0.785308,1.501524,-1.054914,2.969384,0
-1.252995,-0.248395,-0.252636,0.138224,-0.174166,0
-0.850418,-1.520879,0.02886,-0.063951,1.562372,0
-5.32856,-0.539155,-0.409241,0.195407,-0.356058,0
0.94847,0.698089,0.30164,-1.250024,-0.644248,1
-1.970587,-0.288948,-0.486154,-0.088915,-0.205873,0
0.677949,0.144128,0.01416,-0.207176,-0.212277,1
1.222053,1.702723,1.103025,-0.001969,0.339384,0
0.943696,0.658321,1.10229,-0.585172,0.041529,1
0.650572,0.762242,-0.31968,-0.336245,-0.152685,1
0.154383,-2.097116,0.169077,-1.286079,-0.845278,0
1.150262,0.238049,3.280681,-2.452512,-2.532008,0
0.009456,-0.501788,-0.619752,-0.212784,0.223017,0
0.522914,-0.958768,0.635546,-0.607604,0.324376,0
1.004156,0.926282,1.19536,0.197319,-0.364584,1
0.081051,-1.728979,-0.749313,3.271401,0.471635,0
0.767568,-0.021083,0.608251,0.0192,-0.217098,1
0.585041,-0.87577,0.414812,0.050589,-0.620831,0
0.497446,-0.324789,0.655424,-0.720192,1.752565,0
-0.122933,-1.303551,-0.089125,-0.589177,0.075806,0
-3.558746,-2.461372,-1.205892,1.044024,1.630352,0
0.73166,0.202925,0.033351,0.063149,-0.957447,1
-2.412019,-0.420016,-0.391543,-0.180962,0.554014,0
0.520961,-0.605311,-0.276824,-0.20607,-0.316275,0
0.636575,-0.530706,0.340164,-0.171407,-0.670136,1
-2.249056,0.681988,0.830656,-0.249999,0.289013,0
0.54772,-0.712601,0.372279,-0.491035,-0.648415,1
1.497755,3.504379,-0.129856,0.579003,-0.220018,1
1.200498,2.01537,0.145967,0.72927,-0.594873,1
-0.246268,-0.366769,0.68749,-0.336132,-0.546112,0
0.642131,-0.357377,0.529506,-0.437776,-0.483122,1
1.009146,0.949667,1.19863,0.139565,-0.34659,1
0.304474,-1.208211,-0.7338,0.449216,0.117746,0
0.38178,-1.286081,-0.54561,2.306973,-0.555993,0
0.306535,-1.926017,0.206854,0.117424,-0.588983,0
-29.960757,5.85156,2.077394,-1.64149,-1.716379,0
0.595011,-0.389637,0.38568,-0.565475,1.008586,0
0.262058,-1.748886,-0.00681,0.061508,0.740529,0
-6.137161,-0.679031,-0.897276,0.840703,0.23201,0
0.949812,0.997773,0.479913,0.178003,-0.403268,1
-0.146114,-1.682648,-0.104869,-0.065423,0.17857,0
0.224187,-1.557942,-0.279141,-0.646344,0.225397,0
0.701568,0.23748,0.802497,0.12838,-0.128807,1
0.452392,-1.170144,0.423442,-0.56227,0.760187,0
1.57169,4.960275,-2.969568,1.022313,0.513365,1
-1.22584,-1.906217,-0.476604,-0.150629,0.205382,0
0.245989,-2.12255,-0.146623,-1.027681,1.765612,0
0.898325,2.454318,-0.316739,-0.717419,0.234148,1
-0.232777,-3.245625,-1.319744,2.761631,3.37793,0
0.024361,0.265986,-1.635855,-0.08584,-0.476899,0
1.210314,3.566518,-5.687751,-2.935382,2.34629,1
0.618182,-1.002265,1.208643,-0.370792,-1.056594,0
0.637724,-0.385801,0.633142,-0.350794,-0.293467,1
0.191224,-1.694772,-0.011345,-0.0891,0.809837,0
0.659499,-0.277065,0.260649,-0.260943,-0.068393,1
0.036261,-0.73717,-0.756922,-0.383644,0.008135,0
0.410682,-1.670665,0.146874,-0.599769,1.085226,0
-0.774179,0.722582,0.393349,0.100291,-0.079104,0
0.344502,-1.530835,0.101421,-0.647422,-0.359653,0
0.628217,-1.047186,-1.669834,-3.603369,-2.926929,1
1.076233,0.984004,1.194523,-0.502891,0.101108,1
0.533308,-0.87886,0.291066,-0.104579,-0.572647,0
-3.180734,-0.444755,-0.493528,-0.110392,-0.436312,0
0.245128,-0.499778,-1.284336,-0.359001,0.300987,0
-0.500094,-0.352315,-0.412407,-0.041447,0.21255,0
0.402033,-0.803134,0.154137,0.008348,0.651682,0
0.427927,-1.302355,0.195327,-0.579771,-0.423453,0
0.34443,-1.531206,0.102034,-0.647249,-0.359707,0
0.892802,0.901306,-0.229124,-0.596306,-0.063559,1
-1.516294,-0.152863,0.627195,-0.273147,0.369843,0
0.485258,-1.020641,0.454861,0.072143,-0.377295,0
-0.106659,-2.905523,1.037103,-3.283907,9.59255,0
0.094172,-0.799931,0.79752,-0.661812,0.715738,0
0.194121,-0.746217,0.051895,0.197486,0.578128,0
0.298287,-1.172185,-0.086187,-0.091487,0.339244,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.582216,-0.981004,0.701823,-0.34452,-0.690354,0
1.14678,1.613832,0.878584,0.051983,0.110776,1
0.74312,0.361496,0.210605,-0.107139,-0.203866,1
-3.251829,-1.001526,-1.726665,1.363557,1.598964,0
0.118191,1.111448,0.113292,0.075807,-0.279057,1
-1.151034,1.312613,0.235635,0.169904,-0.423493,0
1.072744,1.583157,0.540671,0.411032,-0.429878,0
-0.132954,-1.53286,-0.543397,-0.771889,0.320329,0
1.089759,1.355005,0.790675,0.526643,0.682312,1
-0.245174,-1.100149,-0.560717,-0.559767,0.520154,0
1.331207,3.330379,-1.406019,-0.577341,1.304275,1
0.440655,-1.26954,0.197769,-0.642356,-0.551766,1
0.476743,-1.052496,0.293232,-0.437603,-0.323159,0
-0.122742,-2.80323,-2.669762,2.807797,1.024492,0
-2.271838,-0.095301,-0.485531,1.029408,-0.153586,0
0.114966,-2.220453,0.200757,-1.40697,-0.94787,0
0.936371,0.835872,0.860204,0.300394,-0.257207,1
-0.804222,-1.814068,-0.329779,-0.362791,-0.055523,0
0.492553,-0.601375,0.810419,-0.911294,2.256638,0
0.085734,0.635849,0.36311,-0.225706,-0.013941,1
1.313102,2.921551,-0.575016,0.690213,0.230839,1
-0.155151,-1.623054,-0.802603,-0.155491,0.46839,0
0.50105,-0.120366,-0.435554,0.219601,-0.168972,0
0.363584,-0.15247,-1.527855,-0.589073,0.375156,0
0.68983,-0.772638,-0.28057,1.285252,-1.160216,0
0.660783,0.604768,0.765758,-0.790953,1.441104,0
0.452955,-1.154133,0.317546,-0.360428,-0.523245,1
0.554241,-1.302666,0.53245,0.367399,-0.427164,0
0.023054,-0.229561,0.348903,-0.319715,0.29782,0
0.635236,-0.50613,0.594205,0.07391,-0.374912,0
1.496803,3.158846,1.037586,0.404246,0.313333,1
1.713095,4.418902,-2.107147,0.004792,-0.119224,1
-1.129038,-2.560164,-3.269003,2.980782,-0.613765,0
0.263062,-0.372301,-1.154902,-0.709121,-0.028967,0
0.923307,0.312739,0.735901,0.142827,-1.090978,1
-0.149192,-2.371819,-1.879029,5.47043,0.615295,0
1.613555,3.985803,-1.911606,-0.049675,-0.077121,1
0.276601,-1.317734,-0.319707,-0.805021,-0.262033,1
-0.469851,-1.30913,-1.185135,-0.928935,0.320515,0
0.472962,0.18791,-0.443071,-0.215639,0.421757,1
0.535561,-0.947028,0.022808,-0.721589,-0.291441,0
0.299294,-1.664462,0.113748,-0.801938,-0.4758,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
-0.390604,-0.000968,-2.868499,-0.753524,0.173226,1
-3.774927,0.983532,0.569482,1.324048,0.426405,0
1.000392,0.618047,1.507241,0.139035,-0.536756,1
-8.47314,0.688947,0.571837,-0.656124,-0.830734,0
1.250493,2.048949,0.783496,0.202325,0.620196,1
0.485482,-0.758833,0.410388,0.501338,-0.610036,0
1.117564,1.513478,0.97253,0.018924,0.195862,1
0.861896,4.376689,-1.112737,2.098563,-0.22406,1
0.038631,-1.780892,0.261152,-0.533151,0.000143,0
0.511933,-0.971104,0.69673,-1.061251,0.860235,0
1.183217,1.637349,0.765328,0.791917,-0.327165,1
0.148094,-0.516816,-1.512931,0.127961,0.263478,0
0.629748,-0.016947,-0.956767,0.569122,-0.445634,1
-1.205346,-0.897144,-0.485222,0.002126,1.39173,0
1.054413,1.514212,0.717618,-0.048221,0.044696,1
0.694211,0.629344,-0.05601,-0.322216,-0.198607,1
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.838448,0.388848,-0.028422,-0.299544,-0.181899,1
-0.197164,0.127362,-0.632907,-0.121041,0.16181,0
0.259111,-0.363085,-1.21628,-0.430385,0.116456,0
-1.453841,-2.371003,-1.279181,1.441329,0.78907,0
1.091861,1.824218,-0.168046,1.720798,-0.452978,0
-1.360917,-1.577566,-0.617414,0.090207,0.136644,0
-0.555855,-2.41215,-2.658593,2.001221,0.115418,0
-4.1312,-0.352582,-1.802706,-2.545375,-2.386224,0
1.052527,1.004044,1.390277,0.153588,0.109635,1
0.634882,-0.510275,0.594728,-0.449644,0.384129,0
0.86823,0.534007,1.184665,0.108939,-0.584021,0
0.221355,-1.640049,-0.325567,-0.429836,0.072575,0
-0.552119,-0.069638,0.002302,0.576514,-0.358386,0
-0.835091,-2.032133,-1.263063,1.915144,1.088669,0
-0.103429,-0.589203,-2.835143,0.581422,0.331092,1
0.067902,-1.725218,-0.713695,-0.615473,0.355936,0
0.383667,-0.794974,0.065428,-0.207626,-0.22619,0
0.629637,-0.816965,1.120776,0.72668,-0.580408,0
0.345321,-1.523981,0.087882,-0.653865,-0.354607,0
-0.052603,-2.020034,-0.884028,1.150698,0.182601,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.221691,-0.15976,-1.715152,-0.34739,0.155486,0
1.203881,2.160861,0.150828,0.134527,0.351429,1
-0.406961,4.040924,0.188518,1.186206,-0.374245,1
0.611618,-1.239207,-2.961558,-5.711036,-4.405939,1
-4.26165,0.125766,0.264658,-0.138858,-0.621045,0
0.794186,-0.320996,0.97947,0.26448,-0.340768,0
1.288974,3.594342,-0.978984,1.132092,0.721843,0
0.322165,-0.998229,-0.534946,-0.210469,-0.331173,0
0.520898,-1.052454,0.281955,-0.637158,-0.713178,0
0.086898,-1.54707,0.021127,-0.520622,0.236608,0
0.703624,0.108734,0.432399,0.031608,0.304581,0
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
0.34443,-1.531206,0.102034,-0.647249,-0.359707,0
0.629053,-0.410685,0.159779,-0.20232,-0.334438,0
0.542169,-0.509841,-0.007089,-0.184396,0.07854,0
1.64695,4.51636,-0.866076,1.090229,0.590701,1
-0.105293,-2.64898,-1.514786,1.166946,0.748965,0
1.463383,2.344921,-0.47505,-0.686114,-1.292158,1
1.188575,1.954856,0.173814,0.719323,-0.587038,1
0.703957,0.129556,-0.162898,-0.297851,-0.272869,1
-3.985911,-0.510663,-0.524456,0.91051,0.816177,0
0.377633,-1.210371,0.2823,-0.209425,-0.578029,0
1.031989,0.828722,1.830359,-0.145656,0.67788,1
1.57703,4.884219,-2.737067,0.905908,-0.105378,1
-0.344031,-0.79614,-1.56809,-1.623519,2.091768,0
1.029674,1.634462,0.531659,0.641701,-0.488423,1
-6.565274,-0.371619,-1.126718,0.839186,0.574898,0
1.243449,2.206162,0.192772,0.638259,-0.676351,1
1.513062,4.602731,-2.796811,0.678923,-0.107472,1
0.463837,-0.494705,-1.330381,-0.344467,-0.167579,0
0.516159,-0.932222,0.120397,-0.332805,-0.372253,0
0.326199,-2.110264,-0.569446,-0.519354,0.347646,0
-0.265001,-0.262342,-0.574057,-0.365458,0.196433,0
-0.159771,-1.720636,-0.242292,0.569,-0.224764,0
0.202892,-0.522878,-1.835541,-0.424845,0.189727,0
0.347074,-1.916925,-0.021641,-0.697448,0.677509,0
0.870298,1.990625,-1.123591,-1.060957,-0.043534,1
0.098689,-1.296389,0.084995,0.081881,-0.640396,0
-12.145586,1.696512,1.054135,-1.016857,-0.248013,0
0.131104,-1.838002,-0.609501,0.701974,0.367611,0
1.064551,0.862492,1.694036,-0.433483,0.962025,1
1.303518,2.070349,0.858237,0.358328,-0.207867,1
1.232089,1.681608,1.483174,-0.105397,0.753435,1
-0.147092,-0.099395,-0.859502,1.077763,0.021338,0
0.346502,-1.517039,0.076352,-0.656978,-0.353185,0
0.592571,-0.375409,-0.916719,-1.790521,-1.349359,1
-0.530865,-0.942518,-0.448723,-0.785903,0.439015,1
0.820251,-0.27264,-0.081652,1.415382,-1.413506,0
1.528203,3.55165,-1.245692,-0.041425,0.100384,1
0.794299,0.055404,0.659587,0.347664,-0.843448,0
0.879136,-0.389935,-1.875773,-4.495395,-4.366159,1
-21.762203,3.869568,1.454536,-1.378447,-1.331727,0
0.638593,-0.651063,0.460581,-0.62582,-0.404643,1
0.778624,-0.37798,-1.548854,-3.666233,-2.779611,1
1.486674,4.325029,-2.637456,-1.425169,1.615493,1
-4.201347,-1.324969,-2.113816,1.492171,1.905338,0
0.29476,-1.680332,0.122865,-0.812124,-0.487537,0
0.946678,0.772132,0.824961,-0.059175,-0.233751,1
0.363304,-0.532933,0.329866,-0.257641,-0.380036,0
-2.460795,1.232962,0.453421,-0.300892,-0.405627,0
-1.835123,-0.967895,-0.645935,0.347409,1.046174,0
0.495678,0.184037,0.297706,0.951684,-0.55696,0
0.365886,-1.072781,0.268086,-0.598888,0.621572,0
0.864089,1.009234,1.009013,-0.412304,-0.121847,1
0.653075,-0.408047,-0.343956,-0.99468,-1.207153,1
0.543678,-1.097,0.280604,-0.574922,-0.066094,0
0.172593,-1.685709,-0.475273,-0.578208,-0.466386,0
0.772833,1.0458,-2.644725,-1.308043,0.272518,1
0.097946,-1.353447,-0.796889,1.384526,0.055571,0
1.038576,0.903992,1.20303,-0.131654,-0.437878,1
0.174457,-0.890145,-0.593826,-0.375674,0.522398,0
0.294477,-0.906392,-0.908498,0.432192,-0.24097,0
1.789964,4.023218,3.259313,1.712895,1.212518,0
0.180577,-2.024058,0.174175,-1.188727,-0.780625,0
1.005885,0.108723,1.37605,0.794851,-0.35964,0
0.189933,-0.304497,0.896952,-0.392458,0.174757,0
-0.976103,-0.683973,0.167832,-0.176698,-0.878682,0
0.941291,0.744343,0.754062,-0.110903,0.02923,1
0.653393,0.572701,-0.261554,-0.529079,-0.196801,1
0.5552,-0.997043,0.021058,1.2618,-0.261075,0
0.541017,-0.643928,-0.200303,-0.050696,0.119862,0
0.478252,-1.092826,0.289493,-0.289805,-0.580116,0
0.933407,0.732925,1.015986,-0.021273,-0.21541,1
1.368636,4.407907,-6.182742,-2.939718,2.463428,1
0.760145,0.095246,0.668899,0.012263,0.008335,1
0.499877,-0.528333,0.557242,-0.339198,-0.08395,0
-2.188934,-1.619185,-0.890072,0.560724,1.307562,0
1.358846,3.350035,-0.990169,-0.383686,1.231019,1
-4.399534,-1.090994,-0.011931,0.050376,-0.342052,0
0.310426,-1.653856,0.218217,-0.988272,-0.768046,0
-1.890333,-1.605208,0.315904,-1.482746,-0.107176,0
0.612142,-0.749124,0.672664,-0.210791,-0.515479,0
0.94079,1.207885,0.088976,-0.048716,0.233914,1
0.433236,-0.89786,0.326464,-0.388582,-0.091203,0
0.910812,-0.062584,1.461443,-0.220234,-0.738309,1
0.318513,-0.980802,-0.280712,-0.456839,-0.007098,0
-0.080172,-0.571046,1.181978,-0.146295,0.207403,0
-0.664331,-2.117719,-2.753598,1.392935,-0.158917,0
0.232335,-1.856171,0.1152,-1.04127,-0.643505,0
1.497395,3.516458,-0.138707,0.579073,-0.222929,1
1.516037,2.733689,2.636524,0.551295,-0.232044,1
-1.535361,-0.395016,0.327851,1.158873,0.582406,0
1.310951,2.886614,-0.559011,0.664913,0.236574,1
0.382577,-1.099571,-0.272157,-0.39073,-0.387894,0
-1.693581,-0.438127,-0.013642,-0.257683,-0.079759,0
-0.002364,-0.698012,-0.04781,-0.424533,-0.533877,0
0.7196,-0.442647,0.631975,0.125418,-0.073844,0
1.252533,2.082483,-0.635019,-0.236088,-1.692854,1
0.320719,0.053312,-1.33801,-1.102726,0.086185,0
-1.229524,-1.879432,-0.567875,-0.287569,0.081129,0
0.036377,-0.865222,-0.276903,-0.169863,0.349318,0
-1.113244,-1.758648,-1.197936,3.191434,0.406822,0
0.786154,-0.353278,1.41967,-0.567895,-0.276099,1
0.90407,0.351196,1.139593,0.172095,-0.232767,1
1.789964,4.023218,3.259313,1.712895,1.212518,0
0.505606,-2.078081,-4.726764,-5.377824,-5.457613,0
0.274492,-1.6292,-0.296199,-0.250089,-0.244573,0
-1.204741,-1.221728,-0.450678,0.387331,0.342414,0
1.070979,1.762899,0.544648,-0.200575,1.023955,1
-34.305058,6.900623,2.425175,-1.77982,-1.925018,0
0.56998,0.064819,0.080245,0.763971,2.602501,0
0.346163,-1.518324,0.077432,-0.65812,-0.351762,0
0.473476,-1.313597,0.186037,0.130781,-0.684884,0
0.339365,-1.67093,-0.288403,0.10929,0.170803,0
0.101503,-0.243034,0.086519,-0.511643,-0.097954,1
0.630593,-1.853841,0.537841,1.788779,-2.00119,0
0.607397,-0.700904,0.402443,-0.101683,0.488687,0
-0.641503,-1.076748,-0.576118,-0.525025,0.038149,0
0.347626,0.071829,0.155919,0.044573,-0.406684,0
0.273042,-2.093644,-0.307584,0.788647,-0.110403,0
0.568284,-1.04121,0.766191,-0.294241,-0.651829,1
0.73562,-0.298116,1.226986,-0.107664,0.195564,0
0.965005,0.739228,0.26306,0.017246,-0.108786,1
-0.160553,-1.501143,-0.565954,-0.237047,-0.087108,1
0.035715,-2.335908,-0.544731,-1.102357,3.281617,0
0.249036,-0.273112,-1.377757,-0.22772,0.180888,0
0.159966,-0.956168,0.725035,-0.391196,-0.094168,0
-1.127791,-2.14188,-1.837397,2.432737,1.081141,0
1.005729,1.128502,0.129888,-0.150525,-0.844935,1
2.019263,6.940638,-2.588316,1.055883,-2.23514,1
0.407929,-1.442449,0.149326,0.62468,0.524542,0
0.806244,-0.152091,-0.044322,-0.891069,-1.708885,1
-0.28627,-1.382364,-0.725771,0.114853,0.268704,0
-6.526791,0.667542,0.724869,-0.636824,0.847189,0
-1.224687,-0.370835,-1.099031,1.088333,0.216159,0
-1.596087,0.346468,-4.184677,-0.569424,0.369898,1
0.346173,-1.520243,0.08299,-0.65349,-0.356075,1
0.814477,0.180469,1.003448,0.064671,0.30755,0
0.360674,-0.911212,0.466525,0.007521,-0.163656,0
0.801469,0.219266,-0.393958,-2.096068,-0.902363,1
0.526186,-0.838472,-0.143442,-0.299613,-0.654848,0
0.424439,-0.654046,0.158718,-0.300286,-0.57868,0
-1.100527,-1.25417,-0.218957,1.729022,0.187928,0
-0.094527,-1.21222,-0.335884,-0.313737,-0.214109,0
0.67663,-0.661961,0.645668,-0.932176,-0.362818,1
0.93764,0.528905,0.906141,-0.004224,0.100787,1
0.609857,-1.703941,-4.490746,-6.04245,-5.38832,0
0.82243,0.519408,1.085642,0.195951,-0.01183,1
1.271773,1.644854,1.444271,1.442029,-1.012688,1
0.471759,0.685345,0.84041,-0.127037,0.121065,1
1.071657,1.257245,1.145295,-0.222622,0.488747,1
1.241278,2.274924,-0.204684,0.242884,-0.163069,1
1.42529,2.80636,1.812457,1.057592,0.145917,1
-0.246249,-1.207951,0.295199,-0.631477,0.184957,0
1.263419,2.642407,-0.091858,0.188897,0.006142,1
1.624754,2.725375,2.768523,0.631433,0.034263,1
1.587952,4.119927,-2.406113,-0.320928,0.200111,1
-10.149529,-1.791348,-2.391984,4.57983,-4.850074,0
0.198601,-0.595694,-1.613159,-0.071775,0.358499,0
0.544992,-1.033235,-0.522429,-0.273877,-1.192642,0
0.279626,-1.482405,-0.126039,-0.293848,-0.291728,0
0.561187,-0.273665,0.094223,0.330322,-0.477605,1
-3.698904,-1.113636,-3.771259,0.227874,0.195348,0
-1.082171,0.320172,-0.128041,0.162321,1.307449,0
1.0328,1.586867,-0.070784,-0.050265,0.336228,1
0.23922,-0.147592,-1.049628,-0.336589,0.201642,0
0.114613,-2.223185,0.205895,-1.404829,-0.949475,0
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
1.016217,1.083885,-0.049066,-0.513983,0.734654,1
-0.641309,-0.997519,-3.219123,4.668597,0.918115,0
0.514262,-0.621513,0.384609,-0.287603,-0.176416,0
0.749204,0.235844,0.564012,0.361624,-0.08945,0
0.270848,-1.544062,-0.158101,0.296812,1.247786,0
0.344502,-1.530835,0.101421,-0.647422,-0.359653,0
0.027613,-0.839287,0.344002,-0.205013,-0.234579,0
0.437953,0.076282,0.9893,0.050965,-0.06951,0
1.55769,4.96644,-2.982888,1.179439,0.53877,1
0.610903,-0.180976,0.026521,0.201192,-0.617376,0
0.065408,-0.614206,-0.712588,-0.020757,-0.009738,0
0.281161,-1.756052,-0.14525,-0.945057,0.187459,0
1.060306,1.214665,1.136942,0.491046,-0.399357,1
0.865152,0.143094,1.104705,-0.421493,-0.530357,1
0.145071,-1.530186,0.889751,-0.59664,4.098369,0
0.417699,-0.716847,-0.077819,-0.426815,-0.120052,0
0.93195,0.33966,0.741606,0.148181,-1.105361,1
-2.394381,-1.387071,-0.744541,0.406157,0.030068,0
-0.577649,-1.626722,-1.408077,2.395332,0.020516,0
-0.90693,-1.177684,-0.451985,0.836705,0.31252,0
-7.400788,0.252901,0.170612,-0.403797,-0.691638,0
1.274881,2.149324,1.582539,0.14845,0.138184,1
0.467204,-1.250969,-0.139026,0.325964,-0.845471,0
2.074964,5.701289,-0.869378,0.428002,-0.498794,1
0.357324,-1.493591,0.104924,-0.649147,-0.382581,0
0.462477,-0.95171,0.080817,-0.194054,-0.572333,0
0.861331,4.384466,-1.119891,2.098963,-0.224805,1
0.654544,-1.809114,0.966053,2.310633,-2.14901,0
0.623666,-0.66763,0.371604,-0.24005,0.145294,0
1.183745,1.666039,1.187451,0.180364,0.254618,1
-0.286666,-1.241346,-1.153418,0.528831,0.836273,0
0.17732,-0.457885,-0.382352,-0.49211,0.773219,0
-3.182236,-1.492012,2.389884,-4.002832,12.484953,0
0.769576,-0.399731,0.988569,-0.1909,-0.815678,1
0.261995,-0.417897,-0.332846,0.089685,0.039067,0
0.91723,2.120911,-0.324344,0.944588,-0.226586,1
0.15964,-1.144249,-1.10224,3.000855,0.282517,0
0.628002,1.243183,-0.981734,-0.06217,-0.334737,1
0.691815,-0.231119,0.598552,-0.279065,-0.155263,1
